3.000E-001 	 3.8438E+000 	 3.7297E+000 
3.020E-001 	 3.8657E+000 	 3.6632E+000 
3.040E-001 	 3.8807E+000 	 3.5745E+000 
3.060E-001 	 3.8921E+000 	 3.4949E+000 
3.080E-001 	 3.8997E+000 	 3.4230E+000 
3.100E-001 	 3.9050E+000 	 3.3587E+000 
3.120E-001 	 3.9102E+000 	 3.3004E+000 
3.140E-001 	 3.9148E+000 	 3.2467E+000 
3.160E-001 	 3.9177E+000 	 3.1975E+000 
3.180E-001 	 3.9202E+000 	 3.1529E+000 
3.200E-001 	 3.9239E+000 	 3.1126E+000 
3.220E-001 	 3.9282E+000 	 3.0753E+000 
3.240E-001 	 3.9319E+000 	 3.0398E+000 
3.260E-001 	 3.9354E+000 	 3.0062E+000 
3.280E-001 	 3.9399E+000 	 2.9745E+000 
3.300E-001 	 3.9451E+000 	 2.9445E+000 
3.320E-001 	 3.9502E+000 	 2.9163E+000 
3.340E-001 	 3.9552E+000 	 2.8901E+000 
3.360E-001 	 3.9605E+000 	 2.8653E+000 
3.380E-001 	 3.9663E+000 	 2.8414E+000 
3.400E-001 	 3.9722E+000 	 2.8185E+000 
3.420E-001 	 3.9780E+000 	 2.7964E+000 
3.440E-001 	 3.9838E+000 	 2.7754E+000 
3.460E-001 	 3.9902E+000 	 2.7550E+000 
3.480E-001 	 3.9971E+000 	 2.7350E+000 
3.500E-001 	 4.0043E+000 	 2.7158E+000 
3.520E-001 	 4.0115E+000 	 2.6975E+000 
3.540E-001 	 4.0192E+000 	 2.6801E+000 
3.560E-001 	 4.0276E+000 	 2.6631E+000 
3.580E-001 	 4.0366E+000 	 2.6463E+000 
3.600E-001 	 4.0461E+000 	 2.6297E+000 
3.620E-001 	 4.0559E+000 	 2.6132E+000 
3.640E-001 	 4.0663E+000 	 2.5966E+000 
3.660E-001 	 4.0771E+000 	 2.5793E+000 
3.680E-001 	 4.0884E+000 	 2.5610E+000 
3.700E-001 	 4.0996E+000 	 2.5418E+000 
3.720E-001 	 4.1102E+000 	 2.5219E+000 
3.740E-001 	 4.1205E+000 	 2.5011E+000 
3.760E-001 	 4.1292E+000 	 2.4796E+000 
3.780E-001 	 4.1366E+000 	 2.4578E+000 
3.800E-001 	 4.1432E+000 	 2.4359E+000 
3.820E-001 	 4.1485E+000 	 2.4139E+000 
3.840E-001 	 4.1526E+000 	 2.3923E+000 
3.860E-001 	 4.1560E+000 	 2.3713E+000 
3.880E-001 	 4.1570E+000 	 2.3486E+000 
3.900E-001 	 4.1565E+000 	 2.3182E+000 
3.920E-001 	 4.1553E+000 	 2.2816E+000 
3.940E-001 	 4.1538E+000 	 2.2494E+000 
3.960E-001 	 4.1515E+000 	 2.2320E+000 
3.980E-001 	 4.1469E+000 	 2.2260E+000 
4.000E-001 	 4.1410E+000 	 2.2220E+000 
4.020E-001 	 4.1338E+000 	 2.2144E+000 
4.040E-001 	 4.1250E+000 	 2.2017E+000 
4.060E-001 	 4.1154E+000 	 2.1867E+000 
4.080E-001 	 4.1061E+000 	 2.1735E+000 
4.100E-001 	 4.0968E+000 	 2.1637E+000 
4.120E-001 	 4.0875E+000 	 2.1562E+000 
4.140E-001 	 4.0792E+000 	 2.1508E+000 
4.160E-001 	 4.0714E+000 	 2.1470E+000 
4.180E-001 	 4.0641E+000 	 2.1439E+000 
4.200E-001 	 4.0573E+000 	 2.1415E+000 
4.220E-001 	 4.0511E+000 	 2.1404E+000 
4.240E-001 	 4.0450E+000 	 2.1406E+000 
