1.0000e+17,0.0000e+00
1.4000e+18,0.0303
2.6000e+18,0.0324
3.1000e+18,0.036
4.6000e+18,0.0453
1.0000e+19,0.0507 
2.2000e+19,0.0525
2.6000e+19,0.0498
4.1000e+19,0.0477
4.3000e+19,0.0444
6.0000e+19,0.0476
7.5900e+19,0.0394
9.7300e+19,0.0362
1.2800e+20,0.0302
1.3500e+20,0.03
1.3900e+20,0.0299
