# Optical n & k TableODB values according to Palik
# Column Entries: wavelength [um], refractive index [1], extinction coefficient [1]
7.1900000E-01,4.9363893E+00,4.1884829E-01
7.2000000E-01,4.9325721E+00,4.1711859E-01
7.2100000E-01,4.9287548E+00,4.1538889E-01
7.2200000E-01,4.9249375E+00,4.1365920E-01
7.2300000E-01,4.9211203E+00,4.1192950E-01
7.2400000E-01,4.9173030E+00,4.1019980E-01
7.2500000E-01,4.9134858E+00,4.0847011E-01
7.2600000E-01,4.9096685E+00,4.0674041E-01
7.2700000E-01,4.9058512E+00,4.0501072E-01
7.2800000E-01,4.9020340E+00,4.0328102E-01
7.2900000E-01,4.8982167E+00,4.0155132E-01
7.3000000E-01,4.8949319E+00,4.0005531E-01
7.3100000E-01,4.8918962E+00,3.9866863E-01
7.3200000E-01,4.8888605E+00,3.9728194E-01
7.3300000E-01,4.8858248E+00,3.9589526E-01
7.3400000E-01,4.8827891E+00,3.9450858E-01
7.3500000E-01,4.8797533E+00,3.9312190E-01
7.3600000E-01,4.8767176E+00,3.9173521E-01
7.3700000E-01,4.8736819E+00,3.9034853E-01
7.3800000E-01,4.8706462E+00,3.8896185E-01
7.3900000E-01,4.8676105E+00,3.8757517E-01
7.4000000E-01,4.8645748E+00,3.8618849E-01
7.4100000E-01,4.8615391E+00,3.8480180E-01
7.4200000E-01,4.8585034E+00,3.8341512E-01
7.4300000E-01,4.8554677E+00,3.8202844E-01
7.4400000E-01,4.8524320E+00,3.8064176E-01
7.4500000E-01,4.8493962E+00,3.7925507E-01
7.4600000E-01,4.8463605E+00,3.7786839E-01
7.4700000E-01,4.8433248E+00,3.7648171E-01
7.4800000E-01,4.8402891E+00,3.7509503E-01
7.4900000E-01,4.8372534E+00,3.7370835E-01
7.5000000E-01,4.8342177E+00,3.7232166E-01
7.5100000E-01,4.8311820E+00,3.7093498E-01
7.5200000E-01,4.8281463E+00,3.6954830E-01
7.5300000E-01,4.8251106E+00,3.6816162E-01
7.5400000E-01,4.8220749E+00,3.6677493E-01
7.5500000E-01,4.8190391E+00,3.6538825E-01
7.5600000E-01,4.8160034E+00,3.6400157E-01
7.5700000E-01,4.8131989E+00,3.6299585E-01
7.5800000E-01,4.8103947E+00,3.6199056E-01
7.5900000E-01,4.8075905E+00,3.6098527E-01
7.6000000E-01,4.8047863E+00,3.5997998E-01
7.6100000E-01,4.8019820E+00,3.5897469E-01
7.6200000E-01,4.7991778E+00,3.5796940E-01
7.6300000E-01,4.7963736E+00,3.5696411E-01
7.6400000E-01,4.7935693E+00,3.5595882E-01
7.6500000E-01,4.7907651E+00,3.5495353E-01
7.6600000E-01,4.7879609E+00,3.5394824E-01
7.6700000E-01,4.7851567E+00,3.5294295E-01
7.6800000E-01,4.7823524E+00,3.5193766E-01
7.6900000E-01,4.7795482E+00,3.5093238E-01
7.7000000E-01,4.7767440E+00,3.4992709E-01
7.7100000E-01,4.7739397E+00,3.4892180E-01
7.7200000E-01,4.7711355E+00,3.4791651E-01
7.7300000E-01,4.7683313E+00,3.4691122E-01
7.7400000E-01,4.7655271E+00,3.4590593E-01
7.7500000E-01,4.7627414E+00,3.4490506E-01
7.7600000E-01,4.7601247E+00,3.4394451E-01
7.7700000E-01,4.7575080E+00,3.4298395E-01
7.7800000E-01,4.7548913E+00,3.4202340E-01
7.7900000E-01,4.7522747E+00,3.4106285E-01
7.8000000E-01,4.7496580E+00,3.4010230E-01
7.8100000E-01,4.7470413E+00,3.3914174E-01
7.8200000E-01,4.7444246E+00,3.3818119E-01
7.8300000E-01,4.7418079E+00,3.3722064E-01
7.8400000E-01,4.7391913E+00,3.3626009E-01
7.8500000E-01,4.7365746E+00,3.3529953E-01
7.8600000E-01,4.7339579E+00,3.3433898E-01
7.8700000E-01,4.7313412E+00,3.3337843E-01
7.8800000E-01,4.7287246E+00,3.3241788E-01
7.8900000E-01,4.7261079E+00,3.3145732E-01
7.9000000E-01,4.7234912E+00,3.3049677E-01
7.9100000E-01,4.7208745E+00,3.2953622E-01
7.9200000E-01,4.7182578E+00,3.2857567E-01
7.9300000E-01,4.7156412E+00,3.2761511E-01
7.9400000E-01,4.7130245E+00,3.2665456E-01
7.9500000E-01,4.7104078E+00,3.2569401E-01
7.9600000E-01,4.7077911E+00,3.2473345E-01
7.9700000E-01,4.7051745E+00,3.2377290E-01
7.9800000E-01,4.7025578E+00,3.2281235E-01
7.9900000E-01,4.6999411E+00,3.2185180E-01
8.0000000E-01,4.6973244E+00,3.2089124E-01
8.0100000E-01,4.6947077E+00,3.1993069E-01
8.0200000E-01,4.6920911E+00,3.1897014E-01
8.0300000E-01,4.6894744E+00,3.1800959E-01
8.0400000E-01,4.6868577E+00,3.1704903E-01
8.0500000E-01,4.6842410E+00,3.1608848E-01
8.0600000E-01,4.6826891E+00,3.1523882E-01
8.0700000E-01,4.6812451E+00,3.1440040E-01
8.0800000E-01,4.6798012E+00,3.1356199E-01
8.0900000E-01,4.6783573E+00,3.1272358E-01
8.1000000E-01,4.6769133E+00,3.1188516E-01
8.1100000E-01,4.6754694E+00,3.1104675E-01
8.1200000E-01,4.6740255E+00,3.1020834E-01
8.1300000E-01,4.6725815E+00,3.0936992E-01
8.1400000E-01,4.6711376E+00,3.0853151E-01
8.1500000E-01,4.6696937E+00,3.0769310E-01
8.1600000E-01,4.6682497E+00,3.0685468E-01
8.1700000E-01,4.6668058E+00,3.0601627E-01
8.1800000E-01,4.6653619E+00,3.0517786E-01
8.1900000E-01,4.6639179E+00,3.0433944E-01
8.2000000E-01,4.6624740E+00,3.0350103E-01
8.2100000E-01,4.6610301E+00,3.0266262E-01
8.2200000E-01,4.6595861E+00,3.0182420E-01
8.2300000E-01,4.6581422E+00,3.0098579E-01
8.2400000E-01,4.6566983E+00,3.0014738E-01
8.2500000E-01,4.6552543E+00,2.9930896E-01
8.2600000E-01,4.6538104E+00,2.9847055E-01
8.2700000E-01,4.6523089E+00,2.9787574E-01
8.2800000E-01,4.6507337E+00,2.9759253E-01
8.2900000E-01,4.6491585E+00,2.9730932E-01
8.3000000E-01,4.6475833E+00,2.9702611E-01
8.3100000E-01,4.6460081E+00,2.9674290E-01
8.3200000E-01,4.6444329E+00,2.9645969E-01
8.3300000E-01,4.6428577E+00,2.9617648E-01
8.3400000E-01,4.6412825E+00,2.9589327E-01
8.3500000E-01,4.6397073E+00,2.9561006E-01
8.3600000E-01,4.6381321E+00,2.9532685E-01
8.3700000E-01,4.6365569E+00,2.9504364E-01
8.3800000E-01,4.6349817E+00,2.9476043E-01
8.3900000E-01,4.6334065E+00,2.9447722E-01
8.4000000E-01,4.6318313E+00,2.9419402E-01
8.4100000E-01,4.6302560E+00,2.9391081E-01
8.4200000E-01,4.6286808E+00,2.9362760E-01
8.4300000E-01,4.6271056E+00,2.9334439E-01
8.4400000E-01,4.6255304E+00,2.9306118E-01
8.4500000E-01,4.6239552E+00,2.9277797E-01
8.4600000E-01,4.6223800E+00,2.9249476E-01
8.4700000E-01,4.6208048E+00,2.9221155E-01
8.4800000E-01,4.6192296E+00,2.9192834E-01
8.4900000E-01,4.6176544E+00,2.9164513E-01
8.5000000E-01,4.6160792E+00,2.9136192E-01
8.5100000E-01,4.6145040E+00,2.9107871E-01
8.5200000E-01,4.6129288E+00,2.9079550E-01
8.5300000E-01,4.6113536E+00,2.9051229E-01
8.5400000E-01,4.6097784E+00,2.9022908E-01
8.5500000E-01,4.6082032E+00,2.8994587E-01
8.5600000E-01,4.6066280E+00,2.8966266E-01
8.5700000E-01,4.6050528E+00,2.8937945E-01
8.5800000E-01,4.6034776E+00,2.8909624E-01
8.5900000E-01,4.6019024E+00,2.8881304E-01
8.6000000E-01,4.6003272E+00,2.8852983E-01
8.6100000E-01,4.5987520E+00,2.8824662E-01
8.6200000E-01,4.5971768E+00,2.8796341E-01
8.6300000E-01,4.5956016E+00,2.8768020E-01
8.6400000E-01,4.5940264E+00,2.8739699E-01
8.6500000E-01,4.5924512E+00,2.8711378E-01
8.6600000E-01,4.5908760E+00,2.8683057E-01
8.6700000E-01,4.5893008E+00,2.8654736E-01
8.6800000E-01,4.5877256E+00,2.8626415E-01
8.6900000E-01,4.5861504E+00,2.8598094E-01
8.7000000E-01,4.5845752E+00,2.8569773E-01
8.7100000E-01,4.5830000E+00,2.8541452E-01
8.7200000E-01,4.5814248E+00,2.8513131E-01
8.7300000E-01,4.5798496E+00,2.8484810E-01
8.7400000E-01,4.5782744E+00,2.8456489E-01
8.7500000E-01,4.5766992E+00,2.8428168E-01
8.7600000E-01,4.5751240E+00,2.8399847E-01
8.7700000E-01,4.5735488E+00,2.8371526E-01
8.7800000E-01,4.5719736E+00,2.8343206E-01
8.7900000E-01,4.5703984E+00,2.8314885E-01
8.8000000E-01,4.5688232E+00,2.8286564E-01
8.8100000E-01,4.5672480E+00,2.8258243E-01
8.8200000E-01,4.5656728E+00,2.8229922E-01
8.8300000E-01,4.5640976E+00,2.8201601E-01
8.8400000E-01,4.5625224E+00,2.8173280E-01
8.8500000E-01,4.5609472E+00,2.8144959E-01
8.8600000E-01,4.5596196E+00,2.8116638E-01
8.8700000E-01,4.5586655E+00,2.8088317E-01
8.8800000E-01,4.5577113E+00,2.8059996E-01
8.8900000E-01,4.5567571E+00,2.8031675E-01
8.9000000E-01,4.5558030E+00,2.8003354E-01
8.9100000E-01,4.5548488E+00,2.7975033E-01
8.9200000E-01,4.5538947E+00,2.7946712E-01
8.9300000E-01,4.5529405E+00,2.7918391E-01
8.9400000E-01,4.5519864E+00,2.7890070E-01
8.9500000E-01,4.5510322E+00,2.7861749E-01
8.9600000E-01,4.5500781E+00,2.7833428E-01
8.9700000E-01,4.5491239E+00,2.7805107E-01
8.9800000E-01,4.5481698E+00,2.7776787E-01
8.9900000E-01,4.5472156E+00,2.7748466E-01
9.0000000E-01,4.5462614E+00,2.7720145E-01
9.0100000E-01,4.5453073E+00,2.7691824E-01
9.0200000E-01,4.5443531E+00,2.7663503E-01
9.0300000E-01,4.5433990E+00,2.7635182E-01
9.0400000E-01,4.5424448E+00,2.7606861E-01
9.0500000E-01,4.5414907E+00,2.7578540E-01
9.0600000E-01,4.5405365E+00,2.7550219E-01
9.0700000E-01,4.5395824E+00,2.7521898E-01
9.0800000E-01,4.5386282E+00,2.7493577E-01
9.0900000E-01,4.5376741E+00,2.7465256E-01
9.1000000E-01,4.5367199E+00,2.7436935E-01
9.1100000E-01,4.5357658E+00,2.7408614E-01
9.1200000E-01,4.5348116E+00,2.7380293E-01
9.1300000E-01,4.5338574E+00,2.7351972E-01
9.1400000E-01,4.5329033E+00,2.7323651E-01
9.1500000E-01,4.5319491E+00,2.7295330E-01
9.1600000E-01,4.5309950E+00,2.7267009E-01
9.1700000E-01,4.5300408E+00,2.7238689E-01
9.1800000E-01,4.5290867E+00,2.7210368E-01
9.1900000E-01,4.5281325E+00,2.7182047E-01
9.2000000E-01,4.5271784E+00,2.7153726E-01
9.2100000E-01,4.5262242E+00,2.7125405E-01
9.2200000E-01,4.5252701E+00,2.7097084E-01
9.2300000E-01,4.5243159E+00,2.7068763E-01
9.2400000E-01,4.5233618E+00,2.7040442E-01
9.2500000E-01,4.5224076E+00,2.7012121E-01
9.2600000E-01,4.5214534E+00,2.6983800E-01
9.2700000E-01,4.5204993E+00,2.6955479E-01
9.2800000E-01,4.5195451E+00,2.6927158E-01
9.2900000E-01,4.5185910E+00,2.6898837E-01
9.3000000E-01,4.5176368E+00,2.6870516E-01
9.3100000E-01,4.5166827E+00,2.6842195E-01
9.3200000E-01,4.5157285E+00,2.6813874E-01
9.3300000E-01,4.5147744E+00,2.6785553E-01
9.3400000E-01,4.5138202E+00,2.6757232E-01
9.3500000E-01,4.5128661E+00,2.6728911E-01
9.3600000E-01,4.5119119E+00,2.6700591E-01
9.3700000E-01,4.5109578E+00,2.6672270E-01
9.3800000E-01,4.5100036E+00,2.6643949E-01
9.3900000E-01,4.5090494E+00,2.6615628E-01
9.4000000E-01,4.5080953E+00,2.6587307E-01
9.4100000E-01,4.5071411E+00,2.6558986E-01
9.4200000E-01,4.5061870E+00,2.6530665E-01
9.4300000E-01,4.5052328E+00,2.6502344E-01
9.4400000E-01,4.5042787E+00,2.6474023E-01
9.4500000E-01,4.5033245E+00,2.6445702E-01
9.4600000E-01,4.5023704E+00,2.6417381E-01
9.4700000E-01,4.5014162E+00,2.6389060E-01
9.4800000E-01,4.5004621E+00,2.6360739E-01
9.4900000E-01,4.4995079E+00,2.6332418E-01
9.5000000E-01,4.4985538E+00,2.6304097E-01
9.5100000E-01,4.4975996E+00,2.6275776E-01
9.5200000E-01,4.4966454E+00,2.6247455E-01
9.5300000E-01,4.4956913E+00,2.6219134E-01
9.5400000E-01,4.4947400E+00,2.6190813E-01
9.5500000E-01,4.4937964E+00,2.6162493E-01
9.5600000E-01,4.4928527E+00,2.6134172E-01
9.5700000E-01,4.4919090E+00,2.6105851E-01
9.5800000E-01,4.4909653E+00,2.6077530E-01
9.5900000E-01,4.4900217E+00,2.6049209E-01
9.6000000E-01,4.4890780E+00,2.6020888E-01
9.6100000E-01,4.4881343E+00,2.5992567E-01
9.6200000E-01,4.4871907E+00,2.5964246E-01
9.6300000E-01,4.4862470E+00,2.5935925E-01
9.6400000E-01,4.4853033E+00,2.5907604E-01
9.6500000E-01,4.4843597E+00,2.5879283E-01
9.6600000E-01,4.4834160E+00,2.5850962E-01
9.6700000E-01,4.4824723E+00,2.5822641E-01
9.6800000E-01,4.4815287E+00,2.5794320E-01
9.6900000E-01,4.4805850E+00,2.5765999E-01
9.7000000E-01,4.4796413E+00,2.5737678E-01
9.7100000E-01,4.4786977E+00,2.5709357E-01
9.7200000E-01,4.4777540E+00,2.5681036E-01
9.7300000E-01,4.4768103E+00,2.5652715E-01
9.7400000E-01,4.4758666E+00,2.5624394E-01
9.7500000E-01,4.4749230E+00,2.5596074E-01
9.7600000E-01,4.4739793E+00,2.5567753E-01
9.7700000E-01,4.4730356E+00,2.5539432E-01
9.7800000E-01,4.4720920E+00,2.5511111E-01
9.7900000E-01,4.4711483E+00,2.5482790E-01
9.8000000E-01,4.4702046E+00,2.5454469E-01
9.8100000E-01,4.4692610E+00,2.5426148E-01
9.8200000E-01,4.4683173E+00,2.5397827E-01
9.8300000E-01,4.4673736E+00,2.5369506E-01
9.8400000E-01,4.4664300E+00,2.5341185E-01
9.8500000E-01,4.4654863E+00,2.5312864E-01
9.8600000E-01,4.4645426E+00,2.5284543E-01
9.8700000E-01,4.4635990E+00,2.5256222E-01
9.8800000E-01,4.4626553E+00,2.5227901E-01
9.8900000E-01,4.4617116E+00,2.5199580E-01
9.9000000E-01,4.4607680E+00,2.5171259E-01
9.9100000E-01,4.4598243E+00,2.5142938E-01
9.9200000E-01,4.4588806E+00,2.5114617E-01
9.9300000E-01,4.4579369E+00,2.5086296E-01
9.9400000E-01,4.4569933E+00,2.5057976E-01
9.9500000E-01,4.4560496E+00,2.5029655E-01
9.9600000E-01,4.4551059E+00,2.5001334E-01
9.9700000E-01,4.4541623E+00,2.4973013E-01
9.9800000E-01,4.4532186E+00,2.4944692E-01
9.9900000E-01,4.4522749E+00,2.4916371E-01
1.0000000E+00,4.4513313E+00,2.4888050E-01
1.0010000E+00,4.4503876E+00,2.4859729E-01
1.0020000E+00,4.4494439E+00,2.4831408E-01
1.0030000E+00,4.4485003E+00,2.4803087E-01
1.0040000E+00,4.4475566E+00,2.4774766E-01
1.0050000E+00,4.4466129E+00,2.4746445E-01
1.0060000E+00,4.4456693E+00,2.4718124E-01
1.0070000E+00,4.4447256E+00,2.4689803E-01
1.0080000E+00,4.4437819E+00,2.4661482E-01
1.0090000E+00,4.4428382E+00,2.4633161E-01
1.0100000E+00,4.4418946E+00,2.4604840E-01
1.0110000E+00,4.4409509E+00,2.4576519E-01
1.0120000E+00,4.4400072E+00,2.4548198E-01
1.0130000E+00,4.4390636E+00,2.4519878E-01
1.0140000E+00,4.4381199E+00,2.4491557E-01
1.0150000E+00,4.4371762E+00,2.4463236E-01
1.0160000E+00,4.4362326E+00,2.4434915E-01
1.0170000E+00,4.4352889E+00,2.4406594E-01
1.0180000E+00,4.4343452E+00,2.4378273E-01
1.0190000E+00,4.4334016E+00,2.4349952E-01
1.0200000E+00,4.4324579E+00,2.4321631E-01
1.0210000E+00,4.4315142E+00,2.4293310E-01
1.0220000E+00,4.4305706E+00,2.4264989E-01
1.0230000E+00,4.4296269E+00,2.4236668E-01
1.0240000E+00,4.4286832E+00,2.4208347E-01
1.0250000E+00,4.4277395E+00,2.4180026E-01
1.0260000E+00,4.4267959E+00,2.4151705E-01
1.0270000E+00,4.4258522E+00,2.4123384E-01
1.0280000E+00,4.4249085E+00,2.4095063E-01
1.0290000E+00,4.4239649E+00,2.4066742E-01
1.0300000E+00,4.4230212E+00,2.4038421E-01
1.0310000E+00,4.4220775E+00,2.4010100E-01
1.0320000E+00,4.4211339E+00,2.3981780E-01
1.0330000E+00,4.4201902E+00,2.3953459E-01
1.0340000E+00,4.4197025E+00,2.3925138E-01
1.0350000E+00,4.4193298E+00,2.3896817E-01
1.0360000E+00,4.4189572E+00,2.3868496E-01
1.0370000E+00,4.4185846E+00,2.3840175E-01
1.0380000E+00,4.4182120E+00,2.3811854E-01
1.0390000E+00,4.4178393E+00,2.3783533E-01
1.0400000E+00,4.4174667E+00,2.3755212E-01
1.0410000E+00,4.4170941E+00,2.3726891E-01
1.0420000E+00,4.4167214E+00,2.3698570E-01
1.0430000E+00,4.4163488E+00,2.3670249E-01
1.0440000E+00,4.4159762E+00,2.3641928E-01
1.0450000E+00,4.4156036E+00,2.3613607E-01
1.0460000E+00,4.4152309E+00,2.3585286E-01
1.0470000E+00,4.4148583E+00,2.3556965E-01
1.0480000E+00,4.4144857E+00,2.3528644E-01
1.0490000E+00,4.4141131E+00,2.3500323E-01
1.0500000E+00,4.4137404E+00,2.3472002E-01
1.0510000E+00,4.4133678E+00,2.3443681E-01
1.0520000E+00,4.4129952E+00,2.3415361E-01
1.0530000E+00,4.4126225E+00,2.3387040E-01
1.0540000E+00,4.4122499E+00,2.3358719E-01
1.0550000E+00,4.4118773E+00,2.3330398E-01
1.0560000E+00,4.4115047E+00,2.3302077E-01
1.0570000E+00,4.4111320E+00,2.3273756E-01
1.0580000E+00,4.4107594E+00,2.3245435E-01
1.0590000E+00,4.4103868E+00,2.3217114E-01
1.0600000E+00,4.4100141E+00,2.3188793E-01
1.0610000E+00,4.4096415E+00,2.3160472E-01
1.0620000E+00,4.4092689E+00,2.3132151E-01
1.0630000E+00,4.4088963E+00,2.3103830E-01
1.0640000E+00,4.4085236E+00,2.3075509E-01
1.0650000E+00,4.4081510E+00,2.3047188E-01
1.0660000E+00,4.4077784E+00,2.3018867E-01
1.0670000E+00,4.4074057E+00,2.2990546E-01
1.0680000E+00,4.4070331E+00,2.2962225E-01
1.0690000E+00,4.4066605E+00,2.2933904E-01
1.0700000E+00,4.4062879E+00,2.2905583E-01
1.0710000E+00,4.4059152E+00,2.2877263E-01
1.0720000E+00,4.4055426E+00,2.2848942E-01
1.0730000E+00,4.4051700E+00,2.2820621E-01
1.0740000E+00,4.4047973E+00,2.2792300E-01
1.0750000E+00,4.4044247E+00,2.2763979E-01
1.0760000E+00,4.4040521E+00,2.2735658E-01
1.0770000E+00,4.4036795E+00,2.2707337E-01
1.0780000E+00,4.4033068E+00,2.2679016E-01
1.0790000E+00,4.4029342E+00,2.2650695E-01
1.0800000E+00,4.4025616E+00,2.2622374E-01
1.0810000E+00,4.4021890E+00,2.2594053E-01
1.0820000E+00,4.4018163E+00,2.2565732E-01
1.0830000E+00,4.4014437E+00,2.2537411E-01
1.0840000E+00,4.4010711E+00,2.2509090E-01
1.0850000E+00,4.4006984E+00,2.2480769E-01
1.0860000E+00,4.4003258E+00,2.2452448E-01
1.0870000E+00,4.3999532E+00,2.2424127E-01
1.0880000E+00,4.3995806E+00,2.2395806E-01
1.0890000E+00,4.3992079E+00,2.2367485E-01
1.0900000E+00,4.3988353E+00,2.2339165E-01
1.0910000E+00,4.3984627E+00,2.2310844E-01
1.0920000E+00,4.3980900E+00,2.2282523E-01
1.0930000E+00,4.3977174E+00,2.2254202E-01
1.0940000E+00,4.3973448E+00,2.2225881E-01
1.0950000E+00,4.3969722E+00,2.2197560E-01
1.0960000E+00,4.3965995E+00,2.2169239E-01
1.0970000E+00,4.3962269E+00,2.2140918E-01
1.0980000E+00,4.3958543E+00,2.2112597E-01
1.0990000E+00,4.3954816E+00,2.2084276E-01
1.1000000E+00,4.3951090E+00,2.2055955E-01
1.1010000E+00,4.3947364E+00,2.2027634E-01
1.1020000E+00,4.3943638E+00,2.1999313E-01
1.1030000E+00,4.3939911E+00,2.1970992E-01
1.1040000E+00,4.3936185E+00,2.1942671E-01
1.1050000E+00,4.3932459E+00,2.1914350E-01
1.1060000E+00,4.3928732E+00,2.1886029E-01
1.1070000E+00,4.3925006E+00,2.1857708E-01
1.1080000E+00,4.3921280E+00,2.1829387E-01
1.1090000E+00,4.3917554E+00,2.1801067E-01
1.1100000E+00,4.3913827E+00,2.1772746E-01
1.1110000E+00,4.3910101E+00,2.1744425E-01
1.1120000E+00,4.3906375E+00,2.1716104E-01
1.1130000E+00,4.3902648E+00,2.1687783E-01
1.1140000E+00,4.3898922E+00,2.1659462E-01
1.1150000E+00,4.3895196E+00,2.1631141E-01
1.1160000E+00,4.3891470E+00,2.1602820E-01
1.1170000E+00,4.3887743E+00,2.1574499E-01
1.1180000E+00,4.3884017E+00,2.1546178E-01
1.1190000E+00,4.3880291E+00,2.1517857E-01
1.1200000E+00,4.3876565E+00,2.1489536E-01
1.1210000E+00,4.3872838E+00,2.1461215E-01
1.1220000E+00,4.3869112E+00,2.1432894E-01
1.1230000E+00,4.3865386E+00,2.1404573E-01
1.1240000E+00,4.3861659E+00,2.1376252E-01
1.1250000E+00,4.3857933E+00,2.1347931E-01
1.1260000E+00,4.3854207E+00,2.1319610E-01
1.1270000E+00,4.3850481E+00,2.1291289E-01
1.1280000E+00,4.3846632E+00,2.1262968E-01
1.1290000E+00,4.3842765E+00,2.1234648E-01
1.1300000E+00,4.3838898E+00,2.1206327E-01
1.1310000E+00,4.3835031E+00,2.1178006E-01
1.1320000E+00,4.3831164E+00,2.1149685E-01
1.1330000E+00,4.3827297E+00,2.1121364E-01
1.1340000E+00,4.3823429E+00,2.1093043E-01
1.1350000E+00,4.3819562E+00,2.1064722E-01
1.1360000E+00,4.3815695E+00,2.1036401E-01
1.1370000E+00,4.3811828E+00,2.1008080E-01
1.1380000E+00,4.3807961E+00,2.0979759E-01
1.1390000E+00,4.3804094E+00,2.0951438E-01
1.1400000E+00,4.3800227E+00,2.0923117E-01
1.1410000E+00,4.3796360E+00,2.0894796E-01
1.1420000E+00,4.3792493E+00,2.0866475E-01
1.1430000E+00,4.3788626E+00,2.0838154E-01
1.1440000E+00,4.3784759E+00,2.0809833E-01
1.1450000E+00,4.3780892E+00,2.0781512E-01
1.1460000E+00,4.3777025E+00,2.0753191E-01
1.1470000E+00,4.3773158E+00,2.0724870E-01
1.1480000E+00,4.3769291E+00,2.0696550E-01
1.1490000E+00,4.3765424E+00,2.0668229E-01
1.1500000E+00,4.3761557E+00,2.0639908E-01
1.1510000E+00,4.3757690E+00,2.0611587E-01
1.1520000E+00,4.3753823E+00,2.0583266E-01
1.1530000E+00,4.3749956E+00,2.0554945E-01
1.1540000E+00,4.3746089E+00,2.0526624E-01
1.1550000E+00,4.3742222E+00,2.0498303E-01
1.1560000E+00,4.3738355E+00,2.0469982E-01
1.1570000E+00,4.3734488E+00,2.0441661E-01
1.1580000E+00,4.3730621E+00,2.0413340E-01
1.1590000E+00,4.3726754E+00,2.0385019E-01
1.1600000E+00,4.3722887E+00,2.0356698E-01
1.1610000E+00,4.3719020E+00,2.0328377E-01
1.1620000E+00,4.3715153E+00,2.0300056E-01
1.1630000E+00,4.3711286E+00,2.0271735E-01
1.1640000E+00,4.3707419E+00,2.0243414E-01
1.1650000E+00,4.3703551E+00,2.0215093E-01
1.1660000E+00,4.3699684E+00,2.0186772E-01
1.1670000E+00,4.3695817E+00,2.0158452E-01
1.1680000E+00,4.3691950E+00,2.0130131E-01
1.1690000E+00,4.3688083E+00,2.0101810E-01
1.1700000E+00,4.3684216E+00,2.0073489E-01
1.1710000E+00,4.3680349E+00,2.0045168E-01
1.1720000E+00,4.3676482E+00,2.0016847E-01
1.1730000E+00,4.3672615E+00,1.9988526E-01
1.1740000E+00,4.3668748E+00,1.9960205E-01
1.1750000E+00,4.3664881E+00,1.9931884E-01
1.1760000E+00,4.3661014E+00,1.9903563E-01
1.1770000E+00,4.3657147E+00,1.9875242E-01
1.1780000E+00,4.3653280E+00,1.9846921E-01
1.1790000E+00,4.3649413E+00,1.9818600E-01
1.1800000E+00,4.3645546E+00,1.9790279E-01
1.1810000E+00,4.3641679E+00,1.9761958E-01
1.1820000E+00,4.3637812E+00,1.9733637E-01
1.1830000E+00,4.3633945E+00,1.9705316E-01
1.1840000E+00,4.3630078E+00,1.9676995E-01
1.1850000E+00,4.3626211E+00,1.9648674E-01
1.1860000E+00,4.3622344E+00,1.9620354E-01
1.1870000E+00,4.3618477E+00,1.9592033E-01
1.1880000E+00,4.3614610E+00,1.9563712E-01
1.1890000E+00,4.3610743E+00,1.9535391E-01
1.1900000E+00,4.3606876E+00,1.9507070E-01
1.1910000E+00,4.3603009E+00,1.9478749E-01
1.1920000E+00,4.3599142E+00,1.9450428E-01
1.1930000E+00,4.3595275E+00,1.9422107E-01
1.1940000E+00,4.3591408E+00,1.9393786E-01
1.1950000E+00,4.3587541E+00,1.9365465E-01
1.1960000E+00,4.3583674E+00,1.9337144E-01
1.1970000E+00,4.3579806E+00,1.9308823E-01
1.1980000E+00,4.3575939E+00,1.9280502E-01
1.1990000E+00,4.3572072E+00,1.9252181E-01
1.2000000E+00,4.3568205E+00,1.9223860E-01
1.2010000E+00,4.3561165E+00,1.9195539E-01
1.2020000E+00,4.3553154E+00,1.9167218E-01
1.2030000E+00,4.3545142E+00,1.9138897E-01
1.2040000E+00,4.3537131E+00,1.9110576E-01
1.2050000E+00,4.3529120E+00,1.9082256E-01
1.2060000E+00,4.3521109E+00,1.9053935E-01
1.2070000E+00,4.3513098E+00,1.9025614E-01
1.2080000E+00,4.3505087E+00,1.8997293E-01
1.2090000E+00,4.3497076E+00,1.8968972E-01
1.2100000E+00,4.3489065E+00,1.8940651E-01
1.2110000E+00,4.3481054E+00,1.8912330E-01
1.2120000E+00,4.3473043E+00,1.8884009E-01
1.2130000E+00,4.3465032E+00,1.8855688E-01
1.2140000E+00,4.3457021E+00,1.8827367E-01
1.2150000E+00,4.3449010E+00,1.8799046E-01
1.2160000E+00,4.3440999E+00,1.8770725E-01
1.2170000E+00,4.3432988E+00,1.8742404E-01
1.2180000E+00,4.3424977E+00,1.8714083E-01
1.2190000E+00,4.3416965E+00,1.8685762E-01
1.2200000E+00,4.3408954E+00,1.8657441E-01
1.2210000E+00,4.3400943E+00,1.8629120E-01
1.2220000E+00,4.3392932E+00,1.8600799E-01
1.2230000E+00,4.3384921E+00,1.8572478E-01
1.2240000E+00,4.3376910E+00,1.8544157E-01
1.2250000E+00,4.3368899E+00,1.8515837E-01
1.2260000E+00,4.3360888E+00,1.8487516E-01
1.2270000E+00,4.3352877E+00,1.8459195E-01
1.2280000E+00,4.3344866E+00,1.8430874E-01
1.2290000E+00,4.3336855E+00,1.8402553E-01
1.2300000E+00,4.3328844E+00,1.8374232E-01
1.2310000E+00,4.3320833E+00,1.8345911E-01
1.2320000E+00,4.3312822E+00,1.8317590E-01
1.2330000E+00,4.3304811E+00,1.8289269E-01
1.2340000E+00,4.3296799E+00,1.8260948E-01
