Measured X,Measured Y,EQE_2808 X,EQE_2808 Y
1.005,0.11626391,1,0.72927314
1.01,0.11465632,1.004,0.72978577
1.015,0.11315073,1.008,0.73004255
1.02,0.1121506,1.012,0.73009975
1.025,0.11027119,1.016,0.72988376
1.03,0.10808451,1.02,0.72927013
1.035,0.10603435,1.024,0.72838454
1.04,0.10360963,1.028,0.72717028
1.045,0.10177285,1.032,0.72569085
1.05,0.09943813,1.036,0.72400168
1.055,0.097511997,1.04,0.72213826
1.06,0.095884912,1.044,0.72010905
1.065,0.093686244,1.048,0.71786047
1.07,0.091437505,1.052,0.71548077
1.075,0.089139499,1.056,0.71305938
1.08,0.086865784,1.06,0.71053248
1.085,0.084967409,1.064,0.70784744
1.09,0.083836554,1.068,0.70509576
1.095,0.081795309,1.072,0.70228899
1.1,0.080069364,1.076,0.69944603
1.105,0.078096395,1.08,0.69658793
1.11,0.07582237,1.084,0.69374087
1.115,0.074679523,1.088,0.69093372
1.12,0.073503831,1.092,0.68817533
1.125,0.071844396,1.096,0.68539211
1.13,0.070208006,1.1,0.68265172
1.135,0.068729159,1.104,0.67989131
1.14,0.067288317,1.108,0.67711442
1.145,0.066305814,1.112,0.67436018
1.15,0.065226442,1.116,0.67171369
1.155,0.064401469,1.12,0.66919903
1.16,0.063447594,1.124,0.6668053
1.165,0.062515694,1.128,0.66457258
1.17,0.061360978,1.132,0.66251514
1.175,0.060302189,1.136,0.6605996
1.18,0.059729849,1.14,0.65878413
1.185,0.059110182,1.144,0.65707583
1.19,0.058187723,1.148,0.65547169
1.195,0.057635929,1.152,0.65393826
1.2,0.057464643,1.156,0.65244588
1.205,0.056930884,1.16,0.65096381
1.21,0.056172923,1.164,0.64948534
1.215,0.056105225,1.168,0.64804855
1.22,0.055394065,1.172,0.64674142
1.225,0.05476042,1.176,0.64566575
1.23,0.054366369,1.18,0.64486895
1.235,0.054110959,1.184,0.6442811
1.24,0.053637468,1.188,0.64378292
1.245,0.053731145,1.192,0.64327194
1.25,0.053479092,1.196,0.64271088
1.255,0.052924083,1.2,0.64213784
1.26,0.052749895,1.204,0.64164952
1.265,0.052261535,1.208,0.64135011
1.27,0.051907878,1.212,0.64128448
1.275,0.052228325,1.216,0.6414238
1.28,0.052145015,1.22,0.64168726
1.285,0.051865618,1.224,0.64197487
1.29,0.052037714,1.228,0.64226714
1.295,0.051033182,1.232,0.64258392
1.3,0.05125972,1.236,0.64296958
1.305,0.051200127,1.24,0.64347559
1.31,0.051078738,1.244,0.6441007
1.315,0.05039529,1.248,0.64482837
1.32,0.050388636,1.252,0.64559581
1.325,0.050905822,1.256,0.64635904
1.33,0.050282206,1.26,0.64712912
1.335,0.050450673,1.264,0.64797021
1.34,0.05011866,1.268,0.64896071
1.345,0.049399536,1.272,0.65015142
1.35,0.049345003,1.276,0.65149765
1.355,0.049072466,1.28,0.65289928
1.36,0.048944573,1.284,0.65422412
1.365,0.048535135,1.288,0.6553896
1.37,0.048197108,1.292,0.6563682
1.375,0.047746929,1.296,0.65727362
1.38,0.047396324,1.3,0.65830239
1.385,0.047287764,1.304,0.65964001
1.39,0.047491974,1.308,0.6613823
1.395,0.046699114,1.312,0.66345004
1.4,0.046576787,1.316,0.66563096
1.405,0.045453694,1.32,0.66764788
1.41,0.045147082,1.324,0.66926021
1.415,0.044699121,1.328,0.6703871
1.42,0.044456222,1.332,0.67112092
1.425,0.043726143,1.336,0.67176437
1.43,0.043754798,1.34,0.67278937
1.435,0.043393643,1.344,0.67455435
1.44,0.042839883,1.348,0.67717571
1.445,0.042780784,1.352,0.68048104
1.45,0.042700379,1.356,0.68404637
1.455,0.042127933,1.36,0.68725367
1.46,0.042014108,1.364,0.68935309
1.465,0.04169577,1.368,0.68983947
1.47,0.040976564,1.372,0.68860042
1.475,0.041080297,1.376,0.68614815
1.48,0.040843436,1.38,0.68318754
1.485,0.040881666,1.384,0.68047752
1.49,0.040690156,1.388,0.67870779
1.495,0.040479999,1.392,0.67856875
1.5,0.039978954,1.396,0.6800198
1.505,0.039255076,1.4,0.68341769
1.51,0.038848006,1.404,0.68860741
1.515,0.037822658,1.408,0.69472078
1.52,0.037688936,1.412,0.70091024
1.525,0.037450762,1.416,0.7066359
1.53,0.036791674,1.42,0.71144039
1.535,0.035236906,1.424,0.71515269
1.54,0.034851399,1.428,0.71783272
1.545,0.033892256,1.432,0.71969488
1.55,0.033112147,1.436,0.72089995
1.555,0.031830672,1.44,0.7216905
1.56,0.031205189,1.444,0.72215459
1.565,0.029702709,1.448,0.7223985
1.57,0.02891115,1.452,0.72248314
1.575,0.027829631,1.456,0.72253282
1.58,0.026890196,1.46,0.72264959
1.585,0.025239815,1.464,0.72313704
1.59,0.023337356,1.468,0.72424508
1.595,0.022893747,1.472,0.72613695
1.6,0.02149578,1.476,0.72887386
1.605,0.019934003,1.48,0.73226167
1.61,0.019280278,1.484,0.73583639
1.615,0.018897422,1.488,0.73916308
1.62,0.017544546,1.492,0.74162555
1.625,0.017130076,1.496,0.74273313
1.63,0.014348624,1.5,0.74229025
1.635,0.013340949,1.504,0.74036345
1.64,0.013531487,1.508,0.73748325
1.645,0.012316438,1.512,0.73456245
1.65,0.012165429,1.516,0.73241432
1.655,0.010267006,1.52,0.73179626
1.66,0.010012039,1.524,0.73332239
1.665,0.0096743053,1.528,0.73706397
1.67,0.0078769262,1.532,0.74255058
1.675,0.0079565874,1.536,0.74925909
1.68,0.0077925184,1.54,0.75615469
1.685,0.0069389535,1.544,0.76167227
1.69,0.0064628005,1.548,0.76449465
1.695,0.0057086265,1.552,0.76352518
1.7,0.0055949657,1.556,0.75860962
1.705,0.0037149961,1.56,0.75053512
1.71,0.0033902976,1.564,0.74075392
1.715,0.0041294567,1.568,0.73089652
1.72,0.0034066013,1.572,0.72270346
1.725,0.0036214647,1.576,0.71757942
1.73,0.0032005594,1.58,0.71661955
1.735,0.0031765217,1.584,0.72037562
1.74,0.0029937715,1.588,0.72870723
1.745,0.0026653887,1.592,0.74076651
1.75,0.0011295475,1.596,0.75505477
1.755,0.0017795262,1.6,0.76942345
1.76,0.0019510401,1.604,0.78104589
1.765,0.0017100367,1.608,0.78773429
1.77,0.00078225765,1.612,0.7875482
1.775,0.0011925464,1.616,0.77973342
1.78,0.0020000143,1.62,0.76427832
1.785,0.0008863305,1.624,0.74340536
1.79,0.0010387472,1.628,0.71790174
1.795,0.0013845264,1.632,0.69049826
1.8,0.00082423878,1.636,0.66492307
-,-,1.64,0.64259442
-,-,1.644,0.62483908
-,-,1.648,0.61349656
-,-,1.652,0.61089061
-,-,1.656,0.61796143
-,-,1.66,0.63850659
-,-,1.664,0.67391764
-,-,1.668,0.72974543
-,-,1.672,0.79634447
-,-,1.676,0.85401242
-,-,1.68,0.85837967
-,-,1.684,0.77720251
-,-,1.688,0.63343034
-,-,1.692,0.48330681
-,-,1.696,0.36422178
-,-,1.7,0.28547809
-,-,1.704,0.24049963
-,-,1.708,0.21553886
-,-,1.712,0.22162335
-,-,1.716,0.26479713
-,-,1.72,0.35328586
-,-,1.724,0.48505323
-,-,1.728,0.47424425
-,-,1.732,0.27814815
-,-,1.736,0.15718122
-,-,1.74,0.10369591
-,-,1.744,0.076980469
-,-,1.748,0.062185405
-,-,1.752,0.053592167
-,-,1.756,0.049319671
-,-,1.76,0.051139611
-,-,1.764,0.060912977
-,-,1.768,0.079657594
-,-,1.772,0.11668418
-,-,1.776,0.18459197
-,-,1.78,0.23958915
-,-,1.784,0.18309617
-,-,1.788,0.097532052
-,-,1.792,0.051247553
-,-,1.796,0.028818168
-,-,1.8,0.018066337

