Measured X,Measured Y,IQE_2808 X,IQE_2808 Y
1.005,0.1489893,1,0.94796721
1.01,0.14723025,1.004,0.94804432
1.015,0.1457702,1.008,0.94811137
1.02,0.14490857,1.012,0.94813585
1.025,0.14326766,1.016,0.94812774
1.03,0.14130058,1.02,0.94810007
1.035,0.13954754,1.024,0.94804748
1.04,0.13717439,1.028,0.94796748
1.045,0.13574439,1.032,0.94786949
1.05,0.1337482,1.036,0.94775742
1.055,0.13214089,1.04,0.94763148
1.06,0.13077878,1.044,0.94748877
1.065,0.12883767,1.048,0.94731848
1.07,0.12678159,1.052,0.94713362
1.075,0.12462514,1.056,0.9469474
1.08,0.12249888,1.06,0.94675709
1.085,0.12086226,1.064,0.94655177
1.09,0.11990058,1.068,0.94633835
1.095,0.11781706,1.072,0.94611079
1.1,0.11615623,1.076,0.94586096
1.105,0.11411122,1.08,0.945597
1.11,0.11162656,1.084,0.94533512
1.115,0.11033117,1.088,0.9450974
1.12,0.1092103,1.092,0.9448882
1.125,0.107307,1.096,0.94467488
1.13,0.10533077,1.1,0.94445582
1.135,0.10358231,1.104,0.94418294
1.14,0.1018365,1.108,0.94383409
1.145,0.10071386,1.112,0.94341483
1.15,0.099298487,1.116,0.9429783
1.155,0.098567166,1.12,0.94257336
1.16,0.097250698,1.124,0.9422136
1.165,0.095958969,1.128,0.94194172
1.17,0.094341074,1.132,0.94178755
1.175,0.092900008,1.136,0.94173691
1.18,0.091975661,1.14,0.94172819
1.185,0.091075852,1.144,0.94171936
1.19,0.089739067,1.148,0.94165845
1.195,0.088845997,1.152,0.94149983
1.2,0.088474469,1.156,0.94123212
1.205,0.087613926,1.16,0.94087497
1.21,0.086287749,1.164,0.94046531
1.215,0.086038538,1.168,0.94003951
1.22,0.084769537,1.172,0.93965681
1.225,0.083700634,1.176,0.93938105
1.23,0.082927884,1.18,0.93924971
1.235,0.082178687,1.184,0.93920778
1.24,0.081308106,1.188,0.93920357
1.245,0.081044308,1.192,0.93917351
1.25,0.080259523,1.196,0.93905495
1.255,0.079201847,1.2,0.93884942
1.26,0.078540471,1.204,0.93857403
1.265,0.077571252,1.208,0.93828551
1.27,0.07669388,1.212,0.93806455
1.275,0.076873875,1.216,0.93797382
1.28,0.076354514,1.22,0.93805004
1.285,0.075496022,1.224,0.93817294
1.29,0.075287474,1.228,0.93835133
1.295,0.073520553,1.232,0.93854101
1.3,0.073384357,1.236,0.93863774
1.305,0.072916948,1.24,0.93860041
1.31,0.072289872,1.244,0.93841499
1.315,0.070954302,1.248,0.9381756
1.32,0.070567075,1.252,0.93797268
1.325,0.070905616,1.256,0.93791459
1.33,0.069651106,1.26,0.93800529
1.335,0.069440777,1.264,0.93824096
1.34,0.068613218,1.268,0.93860613
1.345,0.067191874,1.272,0.93895834
1.35,0.066719746,1.276,0.9391782
1.355,0.065997475,1.28,0.93917033
1.36,0.065502859,1.284,0.9389463
1.365,0.064596634,1.288,0.93858034
1.37,0.063837661,1.292,0.93821935
1.375,0.062975111,1.296,0.93803588
1.38,0.062099053,1.3,0.93812194
1.385,0.061708236,1.304,0.93849258
1.39,0.061614716,1.308,0.93907908
1.395,0.060333328,1.312,0.9396743
1.4,0.059917873,1.316,0.94007403
1.405,0.058271145,1.32,0.9401243
1.41,0.057596066,1.324,0.93976279
1.415,0.056854364,1.328,0.93905599
1.42,0.056369839,1.332,0.93821195
1.425,0.055295735,1.336,0.93760166
1.43,0.055138206,1.34,0.93750767
1.435,0.054554139,1.344,0.93810351
1.44,0.053726159,1.348,0.93933283
1.445,0.053544158,1.352,0.94094007
1.45,0.053352578,1.356,0.94253619
1.455,0.05255443,1.36,0.9435859
1.46,0.052326564,1.364,0.94349835
1.465,0.051862082,1.368,0.94186159
1.47,0.050912554,1.372,0.93859578
1.475,0.051036776,1.376,0.93409499
1.48,0.050628145,1.38,0.92887595
1.485,0.050665243,1.384,0.92362497
