Measured X,Measured Y,IQE_1718 X,IQE_1718 Y
1.005,0.1684663,1,0.084135489
1.01,0.17485977,1.008,0.089145506
1.015,0.151035,1.016,0.091648458
1.02,0.17084412,1.024,0.095801121
1.025,0.21846713,1.032,0.10122069
1.03,0.23771681,1.04,0.10547596
1.035,0.23820231,1.048,0.10980936
1.04,0.24572239,1.056,0.11433397
1.045,0.25288702,1.064,0.11917298
1.05,0.23760192,1.072,0.12511238
1.055,0.21355541,1.08,0.13102706
1.06,0.22895565,1.088,0.13576916
1.065,0.2606936,1.096,0.14076667
1.07,0.27299549,1.104,0.14783876
1.075,0.26666323,1.112,0.15573497
1.08,0.25806596,1.12,0.16043475
1.085,0.22067511,1.128,0.16673531
1.09,0.22355935,1.136,0.17357651
1.095,0.25110049,1.144,0.18057696
1.1,0.29771236,1.152,0.1863777
1.105,0.30808844,1.16,0.19301336
1.11,0.26933108,1.168,0.20016073
1.115,0.23465027,1.176,0.20720809
1.12,0.2598659,1.184,0.21191779
1.125,0.30181898,1.192,0.21631783
1.13,0.32615952,1.2,0.22129619
1.135,0.33504478,1.208,0.22585041
1.14,0.34142,1.216,0.22989352
1.145,0.34479381,1.224,0.23400387
1.15,0.34807403,1.232,0.23902074
1.155,0.35051345,1.24,0.24213453
1.16,0.35266822,1.248,0.24701414
1.165,0.34782803,1.256,0.25133919
1.17,0.33824646,1.264,0.25736953
1.175,0.3043121,1.272,0.26212643
1.18,0.26953199,1.28,0.26472523
1.185,0.28739381,1.288,0.2692127
1.19,0.31559582,1.296,0.27408992
1.195,0.33840591,1.304,0.27886102
1.2,0.35918661,1.312,0.28269267
1.205,0.37156662,1.32,0.28697121
1.21,0.37828519,1.328,0.29268103
1.215,0.38066463,1.336,0.29883375
1.22,0.38245801,1.344,0.30304324
1.225,0.38151155,1.352,0.30832998
1.23,0.37701015,1.36,0.31539857
1.235,0.38577954,1.368,0.32185838
1.24,0.39279946,1.376,0.32522232
1.245,0.39681006,1.384,0.32885937
1.25,0.39647615,1.392,0.33298755
1.255,0.39613596,1.4,0.34002305
1.26,0.39141921,1.408,0.34565817
1.265,0.35089545,1.416,0.35249808
1.27,0.33934054,1.424,0.35848676
1.275,0.37646931,1.432,0.36475175
1.28,0.39758678,1.44,0.36991804
1.285,0.40500961,1.448,0.37458702
1.29,0.40871787,1.456,0.38116033
1.295,0.41063015,1.464,0.38682568
1.3,0.41257173,1.472,0.39322974
1.305,0.41366896,1.48,0.39861118
1.31,0.41586573,1.488,0.40351918
1.315,0.4186853,1.496,0.40938166
1.32,0.41884385,1.504,0.41508605
1.325,0.41987025,1.512,0.41976992
1.33,0.42063291,1.52,0.42616707
1.335,0.42143349,1.528,0.43134457
1.34,0.42196882,1.536,0.4391332
1.345,0.42266632,1.544,0.44710336
1.35,0.42462309,1.552,0.45385198
1.355,0.42546759,1.56,0.45949838
1.36,0.42409488,1.568,0.45617976
1.365,0.42252452,1.576,0.44595843
1.37,0.40326499,1.584,0.43453138
1.375,0.40629851,1.592,0.42220888
1.38,0.42656476,1.6,0.40928571
1.385,0.43579943,1.608,0.39545328
1.39,0.43983717,1.616,0.38010736
1.395,0.43978523,1.624,0.36163481
1.4,0.43646902,1.632,0.34034284
1.405,0.43678509,1.64,0.32049922
1.41,0.43811772,1.648,0.29763295
1.415,0.43387396,1.656,0.27147532
1.42,0.42606806,1.664,0.24147789
