Measured X,Measured Y,IQE_3796 X,IQE_3796 Y
1.745,0.0053933057,1.592,0.16383453
1.75,0.0050871759,1.596,0.14106528
1.755,0.0040832798,1.6,0.11831285
1.76,0.0023058656,1.604,0.10169278
1.765,0.0020586607,1.608,0.084652898
1.77,0.0029116866,1.612,0.070217992
1.775,0.0030423616,1.616,0.065313046
1.78,0.0021649698,1.62,0.060397053
1.785,0.0031554374,1.624,0.054848513
1.79,0.002385722,1.628,0.047925863
1.795,0.0020761877,1.632,0.040965911
1.8,0.0016419342,1.636,0.035624011
-,-,1.64,0.033225923
-,-,1.644,0.030867227
-,-,1.648,0.02910306
-,-,1.652,0.02856605
-,-,1.656,0.028008072
-,-,1.66,0.026881657
-,-,1.664,0.024268036
-,-,1.668,0.021687174
-,-,1.672,0.019251529
-,-,1.676,0.01741657
-,-,1.68,0.015562227
-,-,1.684,0.013730128
-,-,1.688,0.011914211
-,-,1.692,0.010114313
-,-,1.696,0.0083305025
-,-,1.7,0.0065416634
-,-,1.704,0.0047883502
-,-,1.708,0.0030222483
-,-,1.712,0.0019250327
-,-,1.716,0.0011815627
-,-,1.72,0.00047921996
-,-,1.724,-1.0934854e-10
-,-,1.728,-4.7931901e-11
-,-,1.732,-3.9839459e-11
-,-,1.736,-4.4197998e-11
-,-,1.74,-3.7543947e-11
-,-,1.744,8.2783765e-12
-,-,1.748,-3.6507076e-11
-,-,1.752,-4.6543022e-11
-,-,1.756,-2.1619362e-12
-,-,1.76,-2.0347804e-11
-,-,1.764,-3.3450389e-11
-,-,1.768,-2.5699997e-11
-,-,1.772,-4.6040962e-11
-,-,1.776,-2.6653724e-11
-,-,1.78,-1.4163081e-11
-,-,1.784,-3.7353417e-11
-,-,1.788,-2.4012444e-11
-,-,1.792,-3.5041732e-11
-,-,1.796,-2.8869279e-11
-,-,1.8,-1.8689576e-11

