Measured X,Measured Y,J  X,J  Y,Jph1 X,Jph1 Y,Jph2 X,Jph2 Y,Jph3 X,Jph3 Y,Jph4 X,Jph4 Y,Jph5 X,Jph5 Y,Jph6 X,Jph6 Y,Jph7 X,Jph7 Y,Jph8 X,Jph8 Y,Jph9 X,Jph9 Y,Jph10 X,Jph10 Y
1.7,0.072694094,-,-,1.7,0.073004677,1.7,0.10002653,1.7,0.11608278,1.7,0.13086936,1.7,0.14862199,1.7,0.15570238,1.7,0.16489191,1.7,0.17594768,1.7,0.19620109,1.7,0.23678769
1.6,0.072705641,-,-,1.6,0.073004677,1.6,0.10002653,1.6,0.11608278,1.6,0.13086936,1.6,0.14862199,1.6,0.15570238,1.6,0.16489191,1.6,0.17594768,1.6,0.19620109,1.6,0.23678769
1.5,0.072987078,-,-,1.5,0.073004677,1.5,0.10002653,1.5,0.11608278,1.5,0.13086936,1.5,0.14862199,1.5,0.15570238,1.5,0.16489191,1.5,0.17594768,1.5,0.19620109,1.5,0.23678769
1.4,0.072471188,-,-,1.4,0.073004677,1.4,0.10002653,1.4,0.11608278,1.4,0.13086936,1.4,0.14862199,1.4,0.15570238,1.4,0.16489191,1.4,0.17594768,1.4,0.19620109,1.4,0.23678769
1.3,0.072884219,-,-,1.3,0.073004677,1.3,0.10002653,1.3,0.11608278,1.3,0.13086936,1.3,0.14862199,1.3,0.15570238,1.3,0.16489191,1.3,0.17594768,1.3,0.19620109,1.3,0.23678769
1.2,0.072602016,-,-,1.2,0.073004677,1.2,0.10002653,1.2,0.11608278,1.2,0.13086936,1.2,0.14862199,1.2,0.15570238,1.2,0.16489191,1.2,0.17594768,1.2,0.19620109,1.2,0.23678769
1.1,0.072944969,-,-,1.1,0.073004677,1.1,0.10002653,1.1,0.11608278,1.1,0.13086936,1.1,0.14862199,1.1,0.15570238,1.1,0.16489191,1.1,0.17594768,1.1,0.19620109,1.1,0.23678769
1,0.072901594,-,-,1,0.073004677,1,0.10002653,1,0.11608278,1,0.13086936,1,0.14862199,1,0.15570238,1,0.16489191,1,0.17594768,1,0.19620109,1,0.23678769
0.9,0.073250031,-,-,0.9,0.073004677,0.9,0.10002653,0.9,0.11608278,0.9,0.13086936,0.9,0.14862199,0.9,0.15570238,0.9,0.16489191,0.9,0.17594768,0.9,0.19620109,0.9,0.23678769
0.8,0.072833516,-,-,0.8,0.073004677,0.8,0.10002653,0.8,0.11608278,0.8,0.13086936,0.8,0.14862199,0.8,0.15570238,0.8,0.16489191,0.8,0.17594768,0.8,0.19620109,0.8,0.23678769
0.7,0.072766812,-,-,0.7,0.073004677,0.7,0.10002653,0.7,0.11608278,0.7,0.13086936,0.7,0.14862199,0.7,0.15570238,0.7,0.16489191,0.7,0.17594768,0.7,0.19620109,0.7,0.23678769
0.6,0.073465016,-,-,0.6,0.073004677,0.6,0.10002653,0.6,0.11608278,0.6,0.13086936,0.6,0.14862199,0.6,0.15570238,0.6,0.16489191,0.6,0.17594768,0.6,0.19620109,0.6,0.23678769
0.5,0.07291275,-,-,0.5,0.073004677,0.5,0.10002653,0.5,0.11608278,0.5,0.13086936,0.5,0.14862199,0.5,0.15570238,0.5,0.16489191,0.5,0.17594768,0.5,0.19620109,0.5,0.23678769
0.4,0.073617531,-,-,0.4,0.073004677,0.4,0.10002653,0.4,0.11608278,0.4,0.13086936,0.4,0.14862199,0.4,0.15570238,0.4,0.16489191,0.4,0.17594768,0.4,0.19620109,0.4,0.23678769
0.3,0.073252266,-,-,0.3,0.073004677,0.3,0.10002653,0.3,0.11608278,0.3,0.13086936,0.3,0.14862199,0.3,0.15570238,0.3,0.16489191,0.3,0.17594768,0.3,0.19620109,0.3,0.23678769
0.2,0.074418203,-,-,0.2,0.073004677,0.2,0.10002653,0.2,0.11608278,0.2,0.13086936,0.2,0.14862199,0.2,0.15570238,0.2,0.16489191,0.2,0.17594768,0.2,0.19620109,0.2,0.23678769
0.1,0.074155672,-,-,0.1,0.073004677,0.1,0.10002653,0.1,0.11608278,0.1,0.13086936,0.1,0.14862199,0.1,0.15570238,0.1,0.16489191,0.1,0.17594768,0.1,0.19620109,0.1,0.23678769
0,0.074441875,-,-,0,0.073004677,0,0.10002653,0,0.11608278,0,0.13086936,0,0.14862199,0,0.15570238,0,0.16489191,0,0.17594768,0,0.19620109,0,0.23678769
-0.1,0.075036594,-,-,-0.1,0.073004677,-0.1,0.10002653,-0.1,0.11608278,-0.1,0.13086936,-0.1,0.14862199,-0.1,0.15570238,-0.1,0.16489191,-0.1,0.17594768,-0.1,0.19620109,-0.1,0.23678769
-0.2,0.076262422,-,-,-0.2,0.073004677,-0.2,0.10002653,-0.2,0.11608278,-0.2,0.13086936,-0.2,0.14862199,-0.2,0.15570238,-0.2,0.16489191,-0.2,0.17594768,-0.2,0.19620109,-0.2,0.23678769
-0.3,0.07691975,-,-,-0.3,0.073004677,-0.3,0.10002653,-0.3,0.11608278,-0.3,0.13086936,-0.3,0.14862199,-0.3,0.15570238,-0.3,0.16489191,-0.3,0.17594768,-0.3,0.19620109,-0.3,0.23678769
-0.4,0.077910734,-,-,-0.4,0.073004677,-0.4,0.10002653,-0.4,0.11608278,-0.4,0.13086936,-0.4,0.14862199,-0.4,0.15570238,-0.4,0.16489191,-0.4,0.17594768,-0.4,0.19620109,-0.4,0.23678769
-0.5,0.078929469,-,-,-0.5,0.073004677,-0.5,0.10002653,-0.5,0.11608278,-0.5,0.13086936,-0.5,0.14862199,-0.5,0.15570238,-0.5,0.16489191,-0.5,0.17594768,-0.5,0.19620109,-0.5,0.23678769
-0.6,0.080464094,-,-,-0.6,0.073004677,-0.6,0.10002653,-0.6,0.11608278,-0.6,0.13086936,-0.6,0.14862199,-0.6,0.15570238,-0.6,0.16489191,-0.6,0.17594768,-0.6,0.19620109,-0.6,0.23678769
-0.7,0.082710484,-,-,-0.7,0.073004677,-0.7,0.10002653,-0.7,0.11608278,-0.7,0.13086936,-0.7,0.14862199,-0.7,0.15570238,-0.7,0.16489191,-0.7,0.17594768,-0.7,0.19620109,-0.7,0.23678769
-0.8,0.084075562,-,-,-0.8,0.073004677,-0.8,0.10002653,-0.8,0.11608278,-0.8,0.13086936,-0.8,0.14862199,-0.8,0.15570238,-0.8,0.16489191,-0.8,0.17594768,-0.8,0.19620109,-0.8,0.23678769
-0.9,0.086574703,-,-,-0.9,0.073004677,-0.9,0.10002653,-0.9,0.11608278,-0.9,0.13086936,-0.9,0.14862199,-0.9,0.15570238,-0.9,0.16489191,-0.9,0.17594768,-0.9,0.19620109,-0.9,0.23678769
-1,0.089040453,-,-,-1,0.073004677,-1,0.10002653,-1,0.11608278,-1,0.13086936,-1,0.14862199,-1,0.15570238,-1,0.16489191,-1,0.17594768,-1,0.19620109,-1,0.23678769
-1.1,0.092176047,-,-,-1.1,0.073004677,-1.1,0.10002653,-1.1,0.11608278,-1.1,0.13086936,-1.1,0.14862199,-1.1,0.15570238,-1.1,0.16489191,-1.1,0.17594768,-1.1,0.19620109,-1.1,0.23678769
-1.2,0.095261203,-,-,-1.2,0.073004677,-1.2,0.10002653,-1.2,0.11608278,-1.2,0.13086936,-1.2,0.14862199,-1.2,0.15570238,-1.2,0.16489191,-1.2,0.17594768,-1.2,0.19620109,-1.2,0.23678769
-1.3,0.097408156,-,-,-1.3,0.073004677,-1.3,0.10002653,-1.3,0.11608278,-1.3,0.13086936,-1.3,0.14862199,-1.3,0.15570238,-1.3,0.16489191,-1.3,0.17594768,-1.3,0.19620109,-1.3,0.23678769
-1.4,0.099142453,-,-,-1.4,0.073004677,-1.4,0.10002653,-1.4,0.11608278,-1.4,0.13086936,-1.4,0.14862199,-1.4,0.15570238,-1.4,0.16489191,-1.4,0.17594768,-1.4,0.19620109,-1.4,0.23678769
-1.5,0.099448563,-,-,-1.5,0.073004677,-1.5,0.10002653,-1.5,0.11608278,-1.5,0.13086936,-1.5,0.14862199,-1.5,0.15570238,-1.5,0.16489191,-1.5,0.17594768,-1.5,0.19620109,-1.5,0.23678769
-1.6,0.099779641,-,-,-1.6,0.073004677,-1.6,0.10002653,-1.6,0.11608278,-1.6,0.13086936,-1.6,0.14862199,-1.6,0.15570238,-1.6,0.16489191,-1.6,0.17594768,-1.6,0.19620109,-1.6,0.23678769
-1.7,0.099741422,-,-,-1.7,0.073004677,-1.7,0.10002653,-1.7,0.11608278,-1.7,0.13086936,-1.7,0.14862199,-1.7,0.15570238,-1.7,0.16489191,-1.7,0.17594768,-1.7,0.19620109,-1.7,0.23678769
-1.8,0.099462234,-,-,-1.8,0.073004677,-1.8,0.10002653,-1.8,0.11608278,-1.8,0.13086936,-1.8,0.14862199,-1.8,0.15570238,-1.8,0.16489191,-1.8,0.17594768,-1.8,0.19620109,-1.8,0.23678769
-1.9,0.099295781,-,-,-1.9,0.073004677,-1.9,0.10002653,-1.9,0.11608278,-1.9,0.13086936,-1.9,0.14862199,-1.9,0.15570238,-1.9,0.16489191,-1.9,0.17594768,-1.9,0.19620109,-1.9,0.23678769
-2,0.099704484,-,-,-2,0.073004677,-2,0.10002653,-2,0.11608278,-2,0.13086936,-2,0.14862199,-2,0.15570238,-2,0.16489191,-2,0.17594768,-2,0.19620109,-2,0.23678769
-2.1,0.099897422,-,-,-2.1,0.073004677,-2.1,0.10002653,-2.1,0.11608278,-2.1,0.13086936,-2.1,0.14862199,-2.1,0.15570238,-2.1,0.16489191,-2.1,0.17594768,-2.1,0.19620109,-2.1,0.23678769
-2.2,0.10008822,-,-,-2.2,0.073004677,-2.2,0.10002653,-2.2,0.11608278,-2.2,0.13086936,-2.2,0.14862199,-2.2,0.15570238,-2.2,0.16489191,-2.2,0.17594768,-2.2,0.19620109,-2.2,0.23678769
-2.3,0.099472813,-,-,-2.3,0.073004677,-2.3,0.10002653,-2.3,0.11608278,-2.3,0.13086936,-2.3,0.14862199,-2.3,0.15570238,-2.3,0.16489191,-2.3,0.17594768,-2.3,0.19620109,-2.3,0.23678769
-2.4,0.10005405,-,-,-2.4,0.073004677,-2.4,0.10002653,-2.4,0.11608278,-2.4,0.13086936,-2.4,0.14862199,-2.4,0.15570238,-2.4,0.16489191,-2.4,0.17594768,-2.4,0.19620109,-2.4,0.23678769
-2.5,0.10009934,-,-,-2.5,0.073004677,-2.5,0.10002653,-2.5,0.11608278,-2.5,0.13086936,-2.5,0.14862199,-2.5,0.15570238,-2.5,0.16489191,-2.5,0.17594768,-2.5,0.19620109,-2.5,0.23678769
-2.6,0.099490578,-,-,-2.6,0.073004677,-2.6,0.10002653,-2.6,0.11608278,-2.6,0.13086936,-2.6,0.14862199,-2.6,0.15570238,-2.6,0.16489191,-2.6,0.17594768,-2.6,0.19620109,-2.6,0.23678769
-2.7,0.099533391,-,-,-2.7,0.073004677,-2.7,0.10002653,-2.7,0.11608278,-2.7,0.13086936,-2.7,0.14862199,-2.7,0.15570238,-2.7,0.16489191,-2.7,0.17594768,-2.7,0.19620109,-2.7,0.23678769
-2.8,0.099876625,-,-,-2.8,0.073004677,-2.8,0.10002653,-2.8,0.11608278,-2.8,0.13086936,-2.8,0.14862199,-2.8,0.15570238,-2.8,0.16489191,-2.8,0.17594768,-2.8,0.19620109,-2.8,0.23678769
-2.9,0.10028977,-,-,-2.9,0.073004677,-2.9,0.10002653,-2.9,0.11608278,-2.9,0.13086936,-2.9,0.14862199,-2.9,0.15570238,-2.9,0.16489191,-2.9,0.17594768,-2.9,0.19620109,-2.9,0.23678769
-3,0.10033709,-,-,-3,0.073004677,-3,0.10002653,-3,0.11608278,-3,0.13086936,-3,0.14862199,-3,0.15570238,-3,0.16489191,-3,0.17594768,-3,0.19620109,-3,0.23678769
-3.1,0.1005035,-,-,-3.1,0.073004677,-3.1,0.10002653,-3.1,0.11608278,-3.1,0.13086936,-3.1,0.14862199,-3.1,0.15570238,-3.1,0.16489191,-3.1,0.17594768,-3.1,0.19620109,-3.1,0.23678769
-3.2,0.10091669,-,-,-3.2,0.073004677,-3.2,0.10002653,-3.2,0.11608278,-3.2,0.13086936,-3.2,0.14862199,-3.2,0.15570238,-3.2,0.16489191,-3.2,0.17594768,-3.2,0.19620109,-3.2,0.23678769
-3.3,0.10087487,-,-,-3.3,0.073004677,-3.3,0.10002653,-3.3,0.11608278,-3.3,0.13086936,-3.3,0.14862199,-3.3,0.15570238,-3.3,0.16489191,-3.3,0.17594768,-3.3,0.19620109,-3.3,0.23678769
-3.4,0.10068722,-,-,-3.4,0.073004677,-3.4,0.10002653,-3.4,0.11608278,-3.4,0.13086936,-3.4,0.14862199,-3.4,0.15570238,-3.4,0.16489191,-3.4,0.17594768,-3.4,0.19620109,-3.4,0.23678769
-3.5,0.10115081,-,-,-3.5,0.073004677,-3.5,0.10002653,-3.5,0.11608278,-3.5,0.13086936,-3.5,0.14862199,-3.5,0.15570238,-3.5,0.16489191,-3.5,0.17594768,-3.5,0.19620109,-3.5,0.23678769
-3.6,0.10161809,-,-,-3.6,0.073004677,-3.6,0.10002653,-3.6,0.11608278,-3.6,0.13086936,-3.6,0.14862199,-3.6,0.15570238,-3.6,0.16489191,-3.6,0.17594768,-3.6,0.19620109,-3.6,0.23678769
-3.7,0.10191136,-,-,-3.7,0.073004677,-3.7,0.10002653,-3.7,0.11608278,-3.7,0.13086936,-3.7,0.14862199,-3.7,0.15570238,-3.7,0.16489191,-3.7,0.17594768,-3.7,0.19620109,-3.7,0.23678769
-3.8,0.1012257,-,-,-3.8,0.073004677,-3.8,0.10002653,-3.8,0.11608278,-3.8,0.13086936,-3.8,0.14862199,-3.8,0.15570238,-3.8,0.16489191,-3.8,0.17594768,-3.8,0.19620109,-3.8,0.23678769
-3.9,0.10250112,-,-,-3.9,0.073004677,-3.9,0.10002653,-3.9,0.11608278,-3.9,0.13086936,-3.9,0.14862199,-3.9,0.15570238,-3.9,0.16489191,-3.9,0.17594768,-3.9,0.19620109,-3.9,0.23678769
-4,0.10254877,-,-,-4,0.073004677,-4,0.10002653,-4,0.11608278,-4,0.13086936,-4,0.14862199,-4,0.15570238,-4,0.16489191,-4,0.17594768,-4,0.19620109,-4,0.23678769
-4.1,0.10330327,-,-,-4.1,0.073004677,-4.1,0.10002653,-4.1,0.11608278,-4.1,0.13086936,-4.1,0.14862199,-4.1,0.15570238,-4.1,0.16489191,-4.1,0.17594768,-4.1,0.19620109,-4.1,0.23678769
-4.2,0.10253262,-,-,-4.2,0.073004677,-4.2,0.10002653,-4.2,0.11608278,-4.2,0.13086936,-4.2,0.14862199,-4.2,0.15570238,-4.2,0.16489191,-4.2,0.17594768,-4.2,0.19620109,-4.2,0.23678769
-4.3,0.10294592,-,-,-4.3,0.073004677,-4.3,0.10002653,-4.3,0.11608278,-4.3,0.13086936,-4.3,0.14862199,-4.3,0.15570238,-4.3,0.16489191,-4.3,0.17594768,-4.3,0.19620109,-4.3,0.23678769
-4.4,0.10369312,-,-,-4.4,0.073004677,-4.4,0.10002653,-4.4,0.11608278,-4.4,0.13086936,-4.4,0.14862199,-4.4,0.15570238,-4.4,0.16489191,-4.4,0.17594768,-4.4,0.19620109,-4.4,0.23678769
-4.5,0.1039283,-,-,-4.5,0.073004677,-4.5,0.10002653,-4.5,0.11608278,-4.5,0.13086936,-4.5,0.14862199,-4.5,0.15570238,-4.5,0.16489191,-4.5,0.17594768,-4.5,0.19620109,-4.5,0.23678769
-4.6,0.10374347,-,-,-4.6,0.073004677,-4.6,0.10002653,-4.6,0.11608278,-4.6,0.13086936,-4.6,0.14862199,-4.6,0.15570238,-4.6,0.16489191,-4.6,0.17594768,-4.6,0.19620109,-4.6,0.23678769
-4.7,0.1037355,-,-,-4.7,0.073004677,-4.7,0.10002653,-4.7,0.11608278,-4.7,0.13086936,-4.7,0.14862199,-4.7,0.15570238,-4.7,0.16489191,-4.7,0.17594768,-4.7,0.19620109,-4.7,0.23678769
-4.8,0.10376914,-,-,-4.8,0.073004677,-4.8,0.10002653,-4.8,0.11608278,-4.8,0.13086936,-4.8,0.14862199,-4.8,0.15570238,-4.8,0.16489191,-4.8,0.17594768,-4.8,0.19620109,-4.8,0.23678769
-4.9,0.10438298,-,-,-4.9,0.073004677,-4.9,0.10002653,-4.9,0.11608278,-4.9,0.13086936,-4.9,0.14862199,-4.9,0.15570238,-4.9,0.16489191,-4.9,0.17594768,-4.9,0.19620109,-4.9,0.23678769
-5,0.10456803,-,-,-5,0.073004677,-5,0.10002653,-5,0.11608278,-5,0.13086936,-5,0.14862199,-5,0.15570238,-5,0.16489191,-5,0.17594768,-5,0.19620109,-5,0.23678769
-5.1,0.10493147,-,-,-5.1,0.073004677,-5.1,0.10002653,-5.1,0.11608278,-5.1,0.13086936,-5.1,0.14862199,-5.1,0.15570238,-5.1,0.16489191,-5.1,0.17594768,-5.1,0.19620109,-5.1,0.23678769
-5.2,0.10453594,-,-,-5.2,0.073004677,-5.2,0.10002653,-5.2,0.11608278,-5.2,0.13086936,-5.2,0.14862199,-5.2,0.15570238,-5.2,0.16489191,-5.2,0.17594768,-5.2,0.19620109,-5.2,0.23678769
-5.3,0.10482402,-,-,-5.3,0.073004677,-5.3,0.10002653,-5.3,0.11608278,-5.3,0.13086936,-5.3,0.14862199,-5.3,0.15570238,-5.3,0.16489191,-5.3,0.17594768,-5.3,0.19620109,-5.3,0.23678769
-5.4,0.1053157,-,-,-5.4,0.073004677,-5.4,0.10002653,-5.4,0.11608278,-5.4,0.13086936,-5.4,0.14862199,-5.4,0.15570238,-5.4,0.16489191,-5.4,0.17594768,-5.4,0.19620109,-5.4,0.23678769
-5.5,0.10534606,-,-,-5.5,0.073004677,-5.5,0.10002653,-5.5,0.11608278,-5.5,0.13086936,-5.5,0.14862199,-5.5,0.15570238,-5.5,0.16489191,-5.5,0.17594768,-5.5,0.19620109,-5.5,0.23678769
-5.6,0.10526794,-,-,-5.6,0.073004677,-5.6,0.10002653,-5.6,0.11608278,-5.6,0.13086936,-5.6,0.14862199,-5.6,0.15570238,-5.6,0.16489191,-5.6,0.17594768,-5.6,0.19620109,-5.6,0.23678769
-5.7,0.10550544,-,-,-5.7,0.073004677,-5.7,0.10002653,-5.7,0.11608278,-5.7,0.13086936,-5.7,0.14862199,-5.7,0.15570238,-5.7,0.16489191,-5.7,0.17594768,-5.7,0.19620109,-5.7,0.23678769
-5.8,0.10600134,-,-,-5.8,0.073004677,-5.8,0.10002653,-5.8,0.11608278,-5.8,0.13086936,-5.8,0.14862199,-5.8,0.15570238,-5.8,0.16489191,-5.8,0.17594768,-5.8,0.19620109,-5.8,0.23678769
-5.9,0.10578244,-,-,-5.9,0.073004677,-5.9,0.10002653,-5.9,0.11608278,-5.9,0.13086936,-5.9,0.14862199,-5.9,0.15570238,-5.9,0.16489191,-5.9,0.17594768,-5.9,0.19620109,-5.9,0.23678769
-6,0.10623339,-,-,-6,0.073004677,-6,0.10002653,-6,0.11608278,-6,0.13086936,-6,0.14862199,-6,0.15570238,-6,0.16489191,-6,0.17594768,-6,0.19620109,-6,0.23678769
-6.1,0.10601067,-,-,-6.1,0.073004677,-6.1,0.10002653,-6.1,0.11608278,-6.1,0.13086936,-6.1,0.14862199,-6.1,0.15570238,-6.1,0.16489191,-6.1,0.17594768,-6.1,0.19620109,-6.1,0.23678769
-6.2,0.10679636,-,-,-6.2,0.073004677,-6.2,0.10002653,-6.2,0.11608278,-6.2,0.13086936,-6.2,0.14862199,-6.2,0.15570238,-6.2,0.16489191,-6.2,0.17594768,-6.2,0.19620109,-6.2,0.23678769
-6.3,0.10680666,-,-,-6.3,0.073004677,-6.3,0.10002653,-6.3,0.11608278,-6.3,0.13086936,-6.3,0.14862199,-6.3,0.15570238,-6.3,0.16489191,-6.3,0.17594768,-6.3,0.19620109,-6.3,0.23678769
-6.4,0.10647692,-,-,-6.4,0.073004677,-6.4,0.10002653,-6.4,0.11608278,-6.4,0.13086936,-6.4,0.14862199,-6.4,0.15570238,-6.4,0.16489191,-6.4,0.17594768,-6.4,0.19620109,-6.4,0.23678769
-6.5,0.10720558,-,-,-6.5,0.073004677,-6.5,0.10002653,-6.5,0.11608278,-6.5,0.13086936,-6.5,0.14862199,-6.5,0.15570238,-6.5,0.16489191,-6.5,0.17594768,-6.5,0.19620109,-6.5,0.23678769
-6.6,0.1072603,-,-,-6.6,0.073004677,-6.6,0.10002653,-6.6,0.11608278,-6.6,0.13086936,-6.6,0.14862199,-6.6,0.15570238,-6.6,0.16489191,-6.6,0.17594768,-6.6,0.19620109,-6.6,0.23678769
-6.7,0.10747759,-,-,-6.7,0.073004677,-6.7,0.10002653,-6.7,0.11608278,-6.7,0.13086936,-6.7,0.14862199,-6.7,0.15570238,-6.7,0.16489191,-6.7,0.17594768,-6.7,0.19620109,-6.7,0.23678769
-6.8,0.10732917,-,-,-6.8,0.073004677,-6.8,0.10002653,-6.8,0.11608278,-6.8,0.13086936,-6.8,0.14862199,-6.8,0.15570238,-6.8,0.16489191,-6.8,0.17594768,-6.8,0.19620109,-6.8,0.23678769
-6.9,0.10770433,-,-,-6.9,0.073004677,-6.9,0.10002653,-6.9,0.11608278,-6.9,0.13086936,-6.9,0.14862199,-6.9,0.15570238,-6.9,0.16489191,-6.9,0.17594768,-6.9,0.19620109,-6.9,0.23678769
-7,0.10810478,-,-,-7,0.073004677,-7,0.10002653,-7,0.11608278,-7,0.13086936,-7,0.14862199,-7,0.15570238,-7,0.16489191,-7,0.17594768,-7,0.19620109,-7,0.23678769
-7.1,0.10868677,-,-,-7.1,0.073004677,-7.1,0.10002653,-7.1,0.11608278,-7.1,0.13086936,-7.1,0.14862199,-7.1,0.15570238,-7.1,0.16489191,-7.1,0.17594768,-7.1,0.19620109,-7.1,0.23678769
-7.2,0.10824063,-,-,-7.2,0.073004677,-7.2,0.10002653,-7.2,0.11608278,-7.2,0.13086936,-7.2,0.14862199,-7.2,0.15570238,-7.2,0.16489191,-7.2,0.17594768,-7.2,0.19620109,-7.2,0.23678769
-7.3,0.10888745,-,-,-7.3,0.073004677,-7.3,0.10002653,-7.3,0.11608278,-7.3,0.13086936,-7.3,0.14862199,-7.3,0.15570238,-7.3,0.16489191,-7.3,0.17594768,-7.3,0.19620109,-7.3,0.23678769
-7.4,0.10886103,-,-,-7.4,0.073004677,-7.4,0.10002653,-7.4,0.11608278,-7.4,0.13086936,-7.4,0.14862199,-7.4,0.15570238,-7.4,0.16489191,-7.4,0.17594768,-7.4,0.19620109,-7.4,0.23678769
-7.5,0.10956825,-,-,-7.5,0.073004677,-7.5,0.10002653,-7.5,0.11608278,-7.5,0.13086936,-7.5,0.14862199,-7.5,0.15570238,-7.5,0.16489191,-7.5,0.17594768,-7.5,0.19620109,-7.5,0.23678769
-7.6,0.10987545,-,-,-7.6,0.073004677,-7.6,0.10002653,-7.6,0.11608278,-7.6,0.13086936,-7.6,0.14862199,-7.6,0.15570238,-7.6,0.16489191,-7.6,0.17594768,-7.6,0.19620109,-7.6,0.23678769
-7.7,0.10997616,-,-,-7.7,0.073004677,-7.7,0.10002653,-7.7,0.11608278,-7.7,0.13086936,-7.7,0.14862199,-7.7,0.15570238,-7.7,0.16489191,-7.7,0.17594768,-7.7,0.19620109,-7.7,0.23678769
-7.8,0.11082272,-,-,-7.8,0.073004677,-7.8,0.10002653,-7.8,0.11608278,-7.8,0.13086936,-7.8,0.14862199,-7.8,0.15570238,-7.8,0.16489191,-7.8,0.17594768,-7.8,0.19620109,-7.8,0.23678769
-7.9,0.11094747,-,-,-7.9,0.073004677,-7.9,0.10002653,-7.9,0.11608278,-7.9,0.13086936,-7.9,0.14862199,-7.9,0.15570238,-7.9,0.16489191,-7.9,0.17594768,-7.9,0.19620109,-7.9,0.23678769
-8,0.1117022,-,-,-8,0.073004677,-8,0.10002653,-8,0.11608278,-8,0.13086936,-8,0.14862199,-8,0.15570238,-8,0.16489191,-8,0.17594768,-8,0.19620109,-8,0.23678769
-8.1,0.11155372,-,-,-8.1,0.073004677,-8.1,0.10002653,-8.1,0.11608278,-8.1,0.13086936,-8.1,0.14862199,-8.1,0.15570238,-8.1,0.16489191,-8.1,0.17594768,-8.1,0.19620109,-8.1,0.23678769
-8.2,0.11261698,-,-,-8.2,0.073004677,-8.2,0.10002653,-8.2,0.11608278,-8.2,0.13086936,-8.2,0.14862199,-8.2,0.15570238,-8.2,0.16489191,-8.2,0.17594768,-8.2,0.19620109,-8.2,0.23678769
-8.3,0.11261039,-,-,-8.3,0.073004677,-8.3,0.10002653,-8.3,0.11608278,-8.3,0.13086936,-8.3,0.14862199,-8.3,0.15570238,-8.3,0.16489191,-8.3,0.17594768,-8.3,0.19620109,-8.3,0.23678769
-8.4,0.11305094,-,-,-8.4,0.073004677,-8.4,0.10002653,-8.4,0.11608278,-8.4,0.13086936,-8.4,0.14862199,-8.4,0.15570238,-8.4,0.16489191,-8.4,0.17594768,-8.4,0.19620109,-8.4,0.23678769
-8.5,0.11312991,-,-,-8.5,0.073004677,-8.5,0.10002653,-8.5,0.11608278,-8.5,0.13086936,-8.5,0.14862199,-8.5,0.15570238,-8.5,0.16489191,-8.5,0.17594768,-8.5,0.19620109,-8.5,0.23678769
-8.6,0.11333153,-,-,-8.6,0.073004677,-8.6,0.10002653,-8.6,0.11608278,-8.6,0.13086936,-8.6,0.14862199,-8.6,0.15570238,-8.6,0.16489191,-8.6,0.17594768,-8.6,0.19620109,-8.6,0.23678769
-8.7,0.11295463,-,-,-8.7,0.073004677,-8.7,0.10002653,-8.7,0.11608278,-8.7,0.13086936,-8.7,0.14862199,-8.7,0.15570238,-8.7,0.16489191,-8.7,0.17594768,-8.7,0.19620109,-8.7,0.23678769
-8.8,0.11293006,-,-,-8.8,0.073004677,-8.8,0.10002653,-8.8,0.11608278,-8.8,0.13086936,-8.8,0.14862199,-8.8,0.15570238,-8.8,0.16489191,-8.8,0.17594768,-8.8,0.19620109,-8.8,0.23678769
-8.9,0.11308525,-,-,-8.9,0.073004677,-8.9,0.10002653,-8.9,0.11608278,-8.9,0.13086936,-8.9,0.14862199,-8.9,0.15570238,-8.9,0.16489191,-8.9,0.17594768,-8.9,0.19620109,-8.9,0.23678769
-9,0.11302512,-,-,-9,0.073004677,-9,0.10002653,-9,0.11608278,-9,0.13086936,-9,0.14862199,-9,0.15570238,-9,0.16489191,-9,0.17594768,-9,0.19620109,-9,0.23678769
-9.1,0.11355602,-,-,-9.1,0.073004677,-9.1,0.10002653,-9.1,0.11608278,-9.1,0.13086936,-9.1,0.14862199,-9.1,0.15570238,-9.1,0.16489191,-9.1,0.17594768,-9.1,0.19620109,-9.1,0.23678769
-9.2,0.11355522,-,-,-9.2,0.073004677,-9.2,0.10002653,-9.2,0.11608278,-9.2,0.13086936,-9.2,0.14862199,-9.2,0.15570238,-9.2,0.16489191,-9.2,0.17594768,-9.2,0.19620109,-9.2,0.23678769
-9.3,0.11311009,-,-,-9.3,0.073004677,-9.3,0.10002653,-9.3,0.11608278,-9.3,0.13086936,-9.3,0.14862199,-9.3,0.15570238,-9.3,0.16489191,-9.3,0.17594768,-9.3,0.19620109,-9.3,0.23678769
-9.4,0.11308894,-,-,-9.4,0.073004677,-9.4,0.10002653,-9.4,0.11608278,-9.4,0.13086936,-9.4,0.14862199,-9.4,0.15570238,-9.4,0.16489191,-9.4,0.17594768,-9.4,0.19620109,-9.4,0.23678769
-9.5,0.11350672,-,-,-9.5,0.073004677,-9.5,0.10002653,-9.5,0.11608278,-9.5,0.13086936,-9.5,0.14862199,-9.5,0.15570238,-9.5,0.16489191,-9.5,0.17594768,-9.5,0.19620109,-9.5,0.23678769
-9.6,0.11349597,-,-,-9.6,0.073004677,-9.6,0.10002653,-9.6,0.11608278,-9.6,0.13086936,-9.6,0.14862199,-9.6,0.15570238,-9.6,0.16489191,-9.6,0.17594768,-9.6,0.19620109,-9.6,0.23678769
