Measured X,Measured Y,R_2651 X,R_2651 Y
1.28,0.1220346,1.22,0.0053230337
1.285,0.13238726,1.224,0.0026854219
1.29,0.13612475,1.228,0.0024993055
1.295,0.13321295,1.232,0.0041953405
1.3,0.12384124,1.236,0.0072973385
1.305,0.11162997,1.24,0.01142961
1.31,0.097482303,1.244,0.016324181
1.315,0.082827421,1.248,0.02196025
1.32,0.06993851,1.252,0.028808047
1.325,0.058681677,1.256,0.037824286
1.33,0.048341157,1.26,0.04995474
1.335,0.038487533,1.264,0.065627144
1.34,0.029741194,1.268,0.084261758
1.345,0.022256029,1.272,0.10401602
1.35,0.016129487,1.276,0.12248799
1.355,0.01199293,1.28,0.13763155
1.36,0.009651824,1.284,0.14779784
1.365,0.0086934425,1.288,0.15243809
1.37,0.0089751376,1.292,0.15163814
1.375,0.0093352938,1.296,0.14638448
1.38,0.010514363,1.3,0.13819356
1.385,0.011381157,1.304,0.12841826
1.39,0.011111602,1.308,0.11818851
1.395,0.010517718,1.312,0.10801349
1.4,0.0096622953,1.316,0.097912144
1.405,0.0087927618,1.32,0.087672487
1.41,0.0084225283,1.324,0.077083817
1.415,0.0084102231,1.328,0.066198433
1.42,0.007959675,1.332,0.055241989
1.425,0.0080243829,1.336,0.044537103
1.43,0.0082268623,1.34,0.034454434
1.435,0.0086534247,1.344,0.025369554
1.44,0.0089859153,1.348,0.017809038
1.445,0.0090598618,1.352,0.01161583
1.45,0.0090117659,1.356,0.0071766744
1.455,0.0086725511,1.36,0.0044862085
1.46,0.0083217334,1.364,0.0032596669
1.465,0.0089783713,1.368,0.0029774094
1.47,0.010706919,1.372,0.0030833705
1.475,0.013549963,1.376,0.0031698683
1.48,0.015339797,1.38,0.0030316484
1.485,0.018515004,1.384,0.0026317193
1.49,0.022282064,1.388,0.0020723158
1.495,0.024949923,1.392,0.0015379408
1.5,0.026283466,1.396,0.0011120935
1.505,0.025853428,1.4,0.00083203225
1.51,0.023835386,1.404,0.00074424661
1.515,0.020776538,1.408,0.0008865685
1.52,0.016925844,1.412,0.0013294082
1.525,0.013063872,1.416,0.0021409911
1.53,0.010104517,1.42,0.0033264848
1.535,0.0085069092,1.424,0.0047889573
1.54,0.008523104,1.428,0.0063340025
1.545,0.0089601009,1.432,0.0077155678
1.55,0.009651257,1.436,0.0087095048
1.555,0.011905803,1.44,0.0091800844
1.56,0.01515265,1.444,0.0091197623
1.565,0.018698289,1.448,0.0086626201
1.57,0.02291629,1.452,0.0080778136
1.575,0.027282155,1.456,0.0077448548
1.58,0.030861438,1.46,0.0080886006
1.585,0.033894238,1.464,0.009499196
1.59,0.035246707,1.468,0.012226775
1.595,0.033821856,1.472,0.016258792
1.6,0.031893696,1.476,0.021264419
1.605,0.029436476,1.48,0.026614292
1.61,0.026746434,1.484,0.031477893
1.615,0.022712251,1.488,0.03503384
1.62,0.017735953,1.492,0.036669609
1.625,0.014269906,1.496,0.036124916
1.63,0.012496869,1.5,0.033555965
1.635,0.010578729,1.504,0.029493915
1.64,0.0099023714,1.508,0.02470509
1.645,0.011073875,1.512,0.019980148
1.65,0.0122531,1.516,0.015919952
1.655,0.014148337,1.52,0.012818298
1.66,0.016005446,1.524,0.010656486
1.665,0.019540052,1.528,0.0092288696
1.67,0.024837692,1.532,0.0083452442
1.675,0.033911548,1.536,0.0079934875
1.68,0.044308978,1.54,0.0083938774
1.685,0.060027642,1.544,0.0099350598
1.69,0.078248516,1.548,0.012979783
1.695,0.091134331,1.552,0.017640188
1.7,0.10377814,1.556,0.023610909
1.705,0.10934773,1.56,0.030159767
1.71,0.11281346,1.564,0.036273612
1.715,0.11551506,1.568,0.040901889
1.72,0.11581936,1.572,0.043198437
1.725,0.1142122,1.576,0.042701847
1.73,0.10023781,1.58,0.039427446
1.735,0.084067896,1.584,0.033853199
1.74,0.062646167,1.588,0.026811604
1.745,0.033240064,1.592,0.019325918
1.75,0.018550779,1.596,0.012383188
1.755,0.029119501,1.6,0.006752187
1.76,0.071197781,1.604,0.0028464565
1.765,0.14982728,1.608,0.00070087354
1.77,0.22884809,1.612,4.5533309e-05
1.775,0.30733996,1.616,0.00044358859
1.78,0.36004365,1.62,0.0014319888
1.785,0.39325179,1.624,0.0026259876
1.79,0.40739749,1.628,0.0037774753
1.795,0.4046735,1.632,0.0047734393
1.8,0.38464682,1.636,0.0055852731
-,-,1.64,0.0062114684
-,-,1.644,0.0066515629
-,-,1.648,0.0068805566
-,-,1.652,0.0068497874
-,-,1.656,0.0065653193
-,-,1.66,0.0060429897
-,-,1.664,0.0054461413
-,-,1.668,0.0050964048
-,-,1.672,0.0053996546
-,-,1.676,0.0067957434
-,-,1.68,0.0095905084
-,-,1.684,0.013944336
-,-,1.688,0.019497156
-,-,1.692,0.026678724
-,-,1.696,0.036561229
-,-,1.7,0.050442433
-,-,1.704,0.069829448
-,-,1.708,0.09362421
-,-,1.712,0.12067073
-,-,1.716,0.14705227
-,-,1.72,0.16735556
-,-,1.724,0.17551892
-,-,1.728,0.16883835
-,-,1.732,0.14749998
-,-,1.736,0.11365858
-,-,1.74,0.07364202
-,-,1.744,0.039325384
-,-,1.748,0.025857271
-,-,1.752,0.044659666
-,-,1.756,0.095651699
-,-,1.76,0.16680703
-,-,1.764,0.24228446
-,-,1.768,0.31012946
-,-,1.772,0.36424862
-,-,1.776,0.40290755
-,-,1.78,0.42638983
-,-,1.784,0.43567262
-,-,1.788,0.43178487
-,-,1.792,0.41535544
-,-,1.796,0.3870895
-,-,1.8,0.34805039

