Measured X,Measured Y,J_n2351 X,J_n2351 Y
-4.95,0.15149856,-3.5449617e-27,3.5449617e-25
-4.9,0.14746034,3.0007323e-05,-7.3235769e-07
-4.85,0.14348772,6.0000006e-05,-6.7967533e-10
-4.8,0.13961967,9.0000003e-05,-3.5853947e-10
-4.75,0.13578858,0.00012,-1.2002531e-10
-4.7,0.13206289,0.00015,-1.2937623e-10
-4.65,0.12837856,0.00018,-3.3495366e-10
-4.6,0.12478302,0.00021,-3.5463229e-10
-4.55,0.12125777,0.00024,-2.6070611e-10
-4.5,0.11781191,0.00027,-4.0431728e-10
-4.45,0.11439342,0.0003,-3.103911e-10
-4.4,0.1111102,0.00033,-5.2629626e-10
-4.35,0.10782441,0.00036,-5.5630262e-10
-4.3,0.10462527,0.00039,-5.3467043e-10
-4.25,0.10146972,0.00042,-5.4402138e-10
-4.2,0.098424609,0.00045,-5.5337233e-10
-4.15,0.095415125,0.00048,-5.6272328e-10
-4.1,0.092482422,0.00051,-7.0633449e-10
-4.05,0.089591203,0.00054,-7.0535774e-10
-4,0.086767438,0.00057,-7.4569184e-10
-3.95,0.083988484,0.0006,-8.8930305e-10
-3.9,0.081296672,0.00063,-8.779986e-10
-3.85,0.078638906,0.00066,-9.5964355e-10
-3.8,0.076060688,0.00069,-9.1735597e-10
-3.75,0.07351275,0.00072,-8.1310213e-10
-3.7,0.071040484,0.00075,-1.1013013e-09
-3.65,0.068603531,0.00078,-1.1829463e-09
-3.6,0.066232641,0.00081,-1.202625e-09
-3.55,0.063913828,0.00084,-1.3255808e-09
-3.5,0.0616595,0.00087,-1.1800161e-09
-3.45,0.059446844,0.0009,-1.3959214e-09
-3.4,0.057272047,0.00093,-1.3329784e-09
-3.35,0.055159594,0.00096,-1.3010186e-09
-3.3,0.053089906,0.00099,-1.3000419e-09
-3.25,0.051092156,0.001,-1.4339766e-09
-3.2,0.049119063,0.001,-1.4752874e-09
-3.15,0.047204109,0.037870002,-1.9202268e-07
-3.1,0.045318125,0.074740003,-3.5442795e-07
-3.05,0.043499391,0.11161001,-1.4038303e-06
-3,0.041718187,0.14848002,-1.84043e-06
-2.95,0.039985125,0.18535001,-1.3050617e-06
-2.9,0.038291797,0.22222001,-1.5329988e-06
-2.85,0.036657188,0.25909001,-1.5648182e-06
-2.8,0.035053812,0.29596002,-1.9369914e-06
-2.75,0.033493484,0.33283002,-2.1157267e-06
-2.7,0.031974203,0.36970003,-3.5111164e-06
-2.65,0.030502672,0.40657006,-6.0749819e-06
-2.6,0.029060016,0.4434401,-1.0909713e-05
-2.55,0.027677797,0.4803102,-2.0216002e-05
-2.5,0.026318937,0.51718038,-3.8416161e-05
-2.45,0.025009328,0.55405074,-7.4442945e-05
-2.4,0.023724219,0.59092146,-0.00014641419
-2.35,0.022495031,0.62779291,-0.00029117088
-2.3,0.021289844,0.66466583,-0.00058378986
-2.25,0.020129391,0.70154177,-0.0011774841
-2.2,0.018999687,0.73842385,-0.0023852467
-2.15,0.017914047,0.77531846,-0.0048468492
-2.1,0.016853203,0.81223869,-0.0098701647
-2.05,0.015844734,0.84921126,-0.020127338
-2,0.014852448,0.88629068,-0.041068633
-1.95,0.013836117,0.92358769,-0.083769823
-1.9,0.012921955,0.96132579,-0.17057965
