Measured X,Measured Y,J_n2351 X,J_n2351 Y
-1.85,0.012051448,0.99995039,-0.3460397
-1.8,0.011140675,1.0403318,-0.69717849
-1.75,0.010337761,1.0841181,-1.388815
-1.7,0.0095637922,1.1342727,-2.7172742
-1.65,0.0088322406,1.1956776,-5.1707628
-1.6,0.0081282109,1.2754326,-9.4592597
-1.55,0.0074649094,1.3826559,-16.494593
-1.5,0.0068297078,1.4263653,-19.636534
-1.45,0.0062296938,-,-
-1.4,0.0056589312,-,-
-1.35,0.0051269672,-,-
-1.3,0.0046214094,-,-
-1.25,0.0041499984,-,-
-1.2,0.0037094125,-,-
-1.15,0.0033012828,-,-
-1.1,0.00292205,-,-
-1.05,0.0025742813,-,-
-1,0.0022546578,-,-
-0.95,0.0019656344,-,-
-0.9,0.0017048047,-,-
-0.85,0.0014740277,-,-
-0.8,0.0012690808,-,-
-0.75,0.0010901509,-,-
-0.7,0.00093365547,-,-
-0.65,0.00080024953,-,-
-0.63,0.00074728561,-,-
-0.62,0.00072479509,-,-
-0.61,0.00070236161,-,-
-0.6,0.00068042297,-,-
-0.59,0.00066065163,-,-
-0.58,0.00064065747,-,-
-0.57,0.00062150159,-,-
-0.56,0.00060255548,-,-
-0.55,0.00058402375,-,-
-0.54,0.00056656302,-,-
-0.53,0.00054985142,-,-
-0.52,0.00053328694,-,-
-0.51,0.00051709097,-,-
-0.5,0.00050091937,-,-
-0.49,0.00048611997,-,-
-0.48,0.00047163384,-,-
-0.47,0.00045722866,-,-
-0.46,0.00044301425,-,-
-0.45,0.00042908187,-,-
-0.44,0.00041601964,-,-
-0.43,0.00040318827,-,-
-0.42,0.00039054197,-,-
-0.41,0.00037800512,-,-
-0.4,0.00036564305,-,-
-0.39,0.00035421031,-,-
-0.38,0.00034265523,-,-
-0.37,0.00033125141,-,-
-0.36,0.00032007313,-,-
-0.35,0.00030888664,-,-
-0.34,0.00029850764,-,-
-0.33,0.0002881813,-,-
-0.32,0.00027794113,-,-
-0.31,0.00026771119,-,-
-0.3,0.00025775859,-,-
-0.29,0.00024828098,-,-
-0.28,0.00023875486,-,-
-0.27,0.00022936209,-,-
-0.26,0.00021996613,-,-
-0.25,0.00021079141,-,-
-0.24,0.00020211155,-,-
-0.23,0.00019329895,-,-
-0.22,0.00018463652,-,-
-0.21,0.00017611197,-,-
-0.2,0.00016762234,-,-
-0.19,0.00015949175,-,-
-0.18,0.00015148674,-,-
-0.17,0.0001434592,-,-
-0.16,0.00013548945,-,-
-0.15,0.00012758049,-,-
-0.14,0.00011990414,-,-
-0.13,0.00011221981,-,-
-0.12,0.00010454455,-,-
-0.11,9.6868302e-05,-,-
-0.1,8.940274e-05,-,-
-0.09,8.1468415e-05,-,-
-0.08,7.3484626e-05,-,-
-0.07,6.547153e-05,-,-
-0.06,5.7394445e-05,-,-
-0.05,4.9216078e-05,-,-
-0.04,4.0324516e-05,-,-
-0.03,3.1211922e-05,-,-
-0.02,2.1533078e-05,-,-
0.02,2.4650607e-05,-,-
0.03,3.9003467e-05,-,-
0.04,5.4994986e-05,-,-
0.05,7.2932016e-05,-,-
0.06,9.3187121e-05,-,-
0.07,0.00011621835,-,-
0.08,0.00014258153,-,-
0.09,0.00016611017,-,-
0.1,0.00019682204,-,-
0.11,0.0002608201,-,-
0.12,0.00031101161,-,-
0.13,0.00036940573,-,-
0.14,0.00043730802,-,-
0.15,0.00051429648,-,-
0.16,0.00060491961,-,-
0.17,0.00070863078,-,-
0.18,0.00082683828,-,-
0.19,0.00095959789,-,-
0.2,0.0011087293,-,-
0.21,0.0012748525,-,-
0.22,0.0014584235,-,-
0.23,0.0016595609,-,-
0.24,0.0018791148,-,-
0.25,0.0021172961,-,-
0.26,0.0023761348,-,-
0.27,0.0026540578,-,-
0.28,0.0029528367,-,-
0.29,0.003273818,-,-
0.3,0.0036347458,-,-
0.31,0.004004574,-,-
0.32,0.0044000443,-,-
0.33,0.0048242672,-,-
0.34,0.0052762682,-,-
0.35,0.0057600292,-,-
0.36,0.0062776042,-,-
0.37,0.0068308203,-,-
0.38,0.0074208104,-,-
0.39,0.0080510365,-,-
0.4,0.0086933,-,-
0.41,0.0093843849,-,-
0.42,0.010146656,-,-
0.43,0.010960337,-,-
0.44,0.01182792,-,-
0.45,0.012786256,-,-
0.46,0.013920884,-,-
0.47,0.014971295,-,-
0.48,0.016093302,-,-
0.49,0.017294292,-,-
0.5,0.018576911,-,-
0.51,0.019953339,-,-
0.52,0.02142075,-,-
0.53,0.022995266,-,-
0.54,0.024679969,-,-
0.55,0.026486789,-,-
0.56,0.028438336,-,-
0.57,0.030545359,-,-
0.58,0.032834594,-,-
0.59,0.035309219,-,-
0.6,0.03844075,-,-
0.61,0.041389031,-,-
0.62,0.044611875,-,-
0.63,0.0481225,-,-
0.64,0.051950891,-,-
0.65,0.056115563,-,-
0.66,0.060665016,-,-
0.67,0.065622875,-,-
0.68,0.070966531,-,-
0.69,0.076739234,-,-
0.7,0.082921969,-,-
0.71,0.08953475,-,-
0.72,0.096577094,-,-
0.73,0.10409003,-,-
0.74,0.11208998,-,-
0.75,0.12064545,-,-
0.76,0.12985391,-,-
0.77,0.1397813,-,-
0.78,0.15049656,-,-
0.79,0.16202562,-,-
0.8,0.17440578,-,-
0.81,0.18754812,-,-
0.82,0.20131547,-,-
0.83,0.21548391,-,-
0.84,0.22983828,-,-
0.85,0.24406953,-,-
0.86,0.25812094,-,-
0.87,0.27209016,-,-
0.88,0.28638516,-,-
0.89,0.30176375,-,-
0.9,0.31897469,-,-
0.91,0.33868422,-,-
0.92,0.36152797,-,-
0.93,0.38788953,-,-
0.94,0.41845125,-,-
0.95,0.45365172,-,-
0.96,0.49417281,-,-
0.97,0.54072453,-,-
0.98,0.59414906,-,-
0.99,0.65529344,-,-
1,0.72564453,-,-
1.01,0.80601469,-,-
1.02,0.89817453,-,-
1.03,1.003112,-,-
1.04,1.1229078,-,-
1.05,1.2591295,-,-
1.06,1.4137586,-,-
1.07,1.5873062,-,-
1.08,1.7831703,-,-
1.09,2.0009594,-,-
1.1,2.2419922,-,-
1.11,2.5065281,-,-
1.12,2.7952828,-,-
1.13,3.1097641,-,-
1.14,3.4514609,-,-
1.15,3.8152063,-,-
1.16,4.2037516,-,-
1.17,4.6158234,-,-
1.18,5.0496063,-,-
1.19,5.4996891,-,-
1.2,5.9706125,-,-
1.21,6.4599297,-,-
1.22,6.9648891,-,-
1.23,7.486575,-,-

